fm_id,inst_fk,institution_role,import
6686,17,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6687,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6688,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6689,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6690,17,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6691,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6692,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6693,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6694,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6695,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6696,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6697,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6698,17,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6699,17,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6700,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6701,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6702,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6703,16,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6704,16,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6705,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6706,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6707,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6708,16,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6709,23,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6710,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6711,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6712,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6713,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6714,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6715,21,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6716,19,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6717,16,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6718,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6719,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6720,17,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6721,17,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6722,17,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6723,17,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6724,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6725,16,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6726,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6727,17,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6728,17,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6729,17,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6730,16,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6731,16,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6732,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6733,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6734,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6735,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6736,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6737,16,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6738,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6739,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6740,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6741,16,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6742,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6743,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6744,0,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6745,0,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6746,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6747,17,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6748,17,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6749,19,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6750,25,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6751,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6752,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6753,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6754,16,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6755,16,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6756,16,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6757,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6758,16,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6759,21,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6760,19,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6761,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6762,23,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6763,19,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6764,21,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6765,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6766,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6767,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6768,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6769,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6770,19,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6771,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6772,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6773,21,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6774,19,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6775,21,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6776,17,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6777,16,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6778,24,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6779,17,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6780,17,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6781,17,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6782,16,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6783,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6784,19,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6785,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6786,17,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6787,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6788,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6789,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6790,21,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6791,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6792,21,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6793,19,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6794,26,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6795,25,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6796,19,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6797,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6798,17,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6799,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6800,19,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6801,19,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6802,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6803,22,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6804,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6805,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6806,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6807,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6808,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6809,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6810,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6811,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6812,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6813,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6814,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6815,19,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6816,25,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6817,25,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6818,17,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6819,16,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6820,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6821,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6822,19,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6823,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6824,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6825,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6826,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6827,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6828,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6829,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6830,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6831,16,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6832,19,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6833,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6834,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6835,19,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6836,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6837,25,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6838,26,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6839,19,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6840,22,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6841,22,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6842,22,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6843,22,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6844,22,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6845,16,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6846,16,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6847,16,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6848,25,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6849,25,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6850,25,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6851,25,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6852,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6853,16,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6854,17,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6855,16,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6856,16,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6857,16,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6858,16,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6859,17,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6860,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6861,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6862,17,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6863,19,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6864,17,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6865,17,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6866,21,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6867,21,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6868,21,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6869,16,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6870,26,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6871,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6872,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6873,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6874,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6875,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6876,21,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6877,22,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6878,17,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6879,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6880,17,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6881,19,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6882,16,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6883,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6884,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6885,17,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6886,17,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6887,17,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6888,19,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6889,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6890,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6891,16,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6892,16,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6893,17,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6894,25,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6895,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6896,21,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6897,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6898,16,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6899,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6900,16,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6901,16,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6902,17,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6903,21,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6904,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6905,19,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6906,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6907,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6908,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6909,19,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6910,19,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6911,19,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6912,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6913,19,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6914,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6915,16,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6916,16,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6917,17,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6918,16,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6919,16,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6920,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6921,17,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6922,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6923,17,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6924,21,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6925,16,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6926,16,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6927,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6928,16,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6929,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6930,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6931,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6932,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6933,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6934,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6935,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6936,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6937,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6938,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6939,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6940,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6941,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6942,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6943,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6944,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6945,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6946,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6947,21,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6948,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6949,18,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6950,21,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6951,16,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6952,20,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
6953,19,organizing institution,Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
