"16044","2071","23","https://lib.is/alma9927573840101488","9927573840101488"
"16045","2072","23","https://lib.is/alma9927464970101488","9927464970101488"
"16046","2073","23","https://lib.is/alma9926975880101488","9926975880101488"
"16047","2074","23","https://lib.is/alma9926812970101488","9926812970101488"
"16048","2075","23","https://lib.is/alma9926794000101488","9926794000101488"
"16049","2076","23","https://lib.is/alma9926764510101488","9926764510101488"
"16050","2077","23","https://lib.is/alma9925577160101488","9925577160101488"
"16051","2078","23","https://lib.is/alma9926754530101488","9926754530101488"
"16052","2079","23","https://lib.is/alma9926562010101488","9926562010101488"
"16053","2080","23","https://lib.is/alma9926267810101488","9926267810101488"
"16054","2081","23","https://lib.is/alma9914933360101488","9914933360101488"
"16055","2082","23","https://lib.is/alma991493336010148","991493336010148"
"16056","2083","23","https://lib.is/alma991493336010148","991493336010148"
"16057","2084","23","https://lib.is/alma991493336010148","991493336010148"
"16058","2085","23","https://lib.is/alma991493336010148","991493336010148"
"16059","2086","23","https://lib.is/alma997994269010148","997994269010148"
"16060","2087","23","https://lib.is/alma997994269010148","997994269010148"
"16061","2088","23","https://lib.is/alma9925316150101488","9925316150101488"
"16062","2089","23","https://lib.is/alma992531615010148","992531615010148"
"16063","2090","23","https://lib.is/alma992531615010148","992531615010148"
"16064","2091","23","https://lib.is/alma992531615010148","992531615010148"
"16065","2092","23","https://lib.is/alma992531615010148","992531615010148"
"16066","2093","23","https://lib.is/alma9979996020101488","9979996020101488"
"16067","2094","23","https://lib.is/alma9979995710101488","9979995710101488"
"16068","2095","23","https://lib.is/alma9992693204901488","9992693204901488"
"16069","2096","23","https://lib.is/alma994877700101488","994877700101488"
"16070","2097","23","https://lib.is/alma9979991080101488","9979991080101488"
"16071","2098","23","https://lib.is/alma9979990410101488","9979990410101488"
"16072","2099","23","https://lib.is/alma9988206920101488","9988206920101488"
"16073","2100","23","https://lib.is/alma9980018110101488","9980018110101488"
"16074","2101","23","https://lib.is/alma9980018410101488","9980018410101488"
"16075","2102","23","https://lib.is/alma9980006150101488","9980006150101488"
"16076","2103","23","https://lib.is/alma998000615010148","998000615010148"
"16077","2104","23","https://lib.is/alma998000615010148","998000615010148"
"16078","2105","23","https://lib.is/alma9992177594401488","9992177594401488"
"16079","2106","23","https://lib.is/alma9970091610101488","9970091610101488"
"16080","2107","23","https://lib.is/alma9979988030101488","9979988030101488"
"16081","2108","23","https://lib.is/alma9923285120101488","9923285120101488"
"16082","2109","23","https://lib.is/alma993685650101488","993685650101488"
"16083","2110","23","https://lib.is/alma9979964160101488","9979964160101488"
"16084","2111","23","https://lib.is/alma9916997160101488","9916997160101488"
"16085","2112","23","https://lib.is/alma9929892340101488","9929892340101488"
"16086","2113","23","https://lib.is/alma9920068370101488","9920068370101488"
"16087","2114","23","https://lib.is/alma9929887330101488","9929887330101488"
"16088","2115","23","https://lib.is/alma991084260101488","991084260101488"
"16089","2116","23","https://lib.is/alma9979945480101488","9979945480101488"
"16090","2117","23","https://lib.is/alma9922276420101488","9922276420101488"
"16091","2118","23","https://lib.is/alma9980129700101488","9980129700101488"
"16092","2119","23","https://lib.is/alma9980129970101488","9980129970101488"
"16093","2120","23","https://lib.is/alma999245390101488","999245390101488"
"16094","2121","23","https://lib.is/alma9980130450101488","9980130450101488"
"16095","2122","23","https://lib.is/alma9980130870101488","9980130870101488"
"16096","2123","23","https://lib.is/alma9992707509001488","9992707509001488"
"16097","2124","23","https://lib.is/alma9911803810101488","9911803810101488"
"16098","2125","23","https://lib.is/alma9992391009101488","9992391009101488"
"16099","2126","23","https://lib.is/alma9992391008801488","9992391008801488"
"16100","2127","23","https://lib.is/alma9992573006401488","9992573006401488"
"16101","2128","23","https://lib.is/alma9980018190101488","9980018190101488"
"16102","2129","23","https://lib.is/alma9920734550101488","9920734550101488"
"16103","2130","23","https://lib.is/alma9920734700101488","9920734700101488"
"16104","2131","23","https://lib.is/alma9980005450101488","9980005450101488"
"16105","2132","23","https://lib.is/alma9979992630101488","9979992630101488"
"16106","2133","23","https://lib.is/alma9979992450101488","9979992450101488"
"16107","2134","23","https://lib.is/alma9980059700101488","9980059700101488"
"16108","2135","23","https://lib.is/alma9988206340101488","9988206340101488"
"16109","2136","23","https://lib.is/alma9992198304401488","9992198304401488"
"16110","2137","23","https://lib.is/alma9910862660101488","9910862660101488"
"16111","2138","23","https://lib.is/alma9979900740101488","9979900740101488"
"16112","2139","23","https://lib.is/alma9927444660101488","9927444660101488"
"16113","2140","23","https://lib.is/alma998647370101488","998647370101488"
"16114","2141","23","https://lib.is/alma9910868240101488","9910868240101488"
"16115","2142","23","https://lib.is/alma999311250101488","999311250101488"
"16116","2143","23","https://lib.is/alma9910864460101488","9910864460101488"
"16117","2144","23","https://lib.is/alma9979896150101488","9979896150101488"
"16118","2145","23","https://lib.is/alma9927454240101488","9927454240101488"
"16119","2146","23","https://lib.is/alma9926789860101488","9926789860101488"
"16120","2147","23","https://lib.is/alma9927460980101488","9927460980101488"
"16121","2148","23","https://lib.is/alma9979895700101488","9979895700101488"
"16122","2149","23","https://lib.is/alma9992665406701488","9992665406701488"
"16123","2150","23","https://lib.is/alma9926856940101488","9926856940101488"
"16124","2151","23","https://lib.is/alma9980131210101488","9980131210101488"
"16125","2152","23","https://lib.is/alma9980131820101488","9980131820101488"
"16126","2153","23","https://lib.is/alma9988206390101488","9988206390101488"
"16127","2154","23","https://lib.is/alma9918367480101488","9918367480101488"
"16128","2155","23","https://lib.is/alma9916417450101488","9916417450101488"
"16129","2156","23","https://lib.is/alma9915805580101488","9915805580101488"
"16130","2157","23","https://lib.is/alma9920244040101488","9920244040101488"
"16131","2158","23","https://lib.is/alma9931087560101488","9931087560101488"
"16132","2159","23","https://lib.is/alma999416650101488","999416650101488"
"16133","2160","23","https://lib.is/alma9980020120101488","9980020120101488"
"16134","2161","23","https://lib.is/alma9915415790101488","9915415790101488"
"16135","2162","23","https://lib.is/alma9980017980101488","9980017980101488"
"16136","2163","23","https://lib.is/alma9913824600101488","9913824600101488"
"16137","2164","23","https://lib.is/alma9912842700101488","9912842700101488"
"16138","2165","23","https://lib.is/alma9980005770101488","9980005770101488"
"16139","2166","23","https://lib.is/alma9920734520101488","9920734520101488"
"16140","2167","23","https://lib.is/alma9980005830101488","9980005830101488"
"16141","2168","23","https://lib.is/alma9911455840101488","9911455840101488"
"16142","2169","23","https://lib.is/alma9923228770101488","9923228770101488"
"16143","2170","23","https://lib.is/alma992784390101488","992784390101488"
"16144","2171","23","https://lib.is/alma9979985030101488","9979985030101488"
"16145","2172","23","https://lib.is/alma9921532850101488","9921532850101488"
"16146","2173","23","https://lib.is/alma9979984320101488","9979984320101488"
"16147","2174","23","https://lib.is/alma9983173910101488","9983173910101488"
"16148","2175","23","https://lib.is/alma9979984120101488","9979984120101488"
"16149","2176","23","https://lib.is/alma9979983000101488","9979983000101488"
"16150","2177","23","https://lib.is/alma9927573270101488","9927573270101488"
"16151","2178","23","https://lib.is/alma9979974170101488","9979974170101488"
"16152","2179","23","https://lib.is/alma9979974000101488","9979974000101488"
"16153","2180","23","https://lib.is/alma9979967230101488","9979967230101488"
"16154","2181","23","https://lib.is/alma9979966620101488","9979966620101488"
"16155","2182","23","https://lib.is/alma993801690101488","993801690101488"
"16156","2183","23","https://lib.is/alma9910861530101488","9910861530101488"
"16157","2184","23","https://lib.is/alma9979963110101488","9979963110101488"
"16158","2185","23","https://lib.is/alma9992688000601488","9992688000601488"
"16159","2186","23","https://lib.is/alma9979961570101488","9979961570101488"
"16160","2187","23","https://lib.is/alma9979961390101488","9979961390101488"
"16161","2188","23","https://lib.is/alma9979961140101488","9979961140101488"
"16162","2189","23","https://lib.is/alma9917340140101488","9917340140101488"
"16163","2190","23","https://lib.is/alma9979960350101488","9979960350101488"
"16164","2191","23","https://lib.is/alma9979959450101488","9979959450101488"
"16165","2192","23","https://lib.is/alma9917556750101488","9917556750101488"
"16166","2193","23","https://lib.is/alma9915546410101488","9915546410101488"
"16167","2194","23","https://lib.is/alma9921591130101488","9921591130101488"
"16168","2195","23","https://lib.is/alma9979957960101488","9979957960101488"
"16169","2196","23","https://lib.is/alma9979957700101488","9979957700101488"
"16170","2197","23","https://lib.is/alma9911721830101488","9911721830101488"
"16171","2198","23","https://lib.is/alma9979945000101488","9979945000101488"
"16172","2199","23","https://lib.is/alma998288450101488","998288450101488"
"16173","2200","23","https://lib.is/alma998288570101488","998288570101488"
"16174","2201","23","https://lib.is/alma999411680101488","999411680101488"
"16175","2202","23","https://lib.is/alma9911147530101488","9911147530101488"
"16176","2203","23","https://lib.is/alma9920126220101488","9920126220101488"
"16177","2204","23","https://lib.is/alma9912841230101488","9912841230101488"
