"4865","0","de Roissart"
"4866","0","de Rongé"
"4867","0","de Ronne"
"4868","0","de Roock"
"4869","0","de Roos"
"4870","0","de Rosse"
"4871","0","de Roy"
"4872","0","de Rudder"
"4873","0","de Ruddere"
"4874","0","de Ryck"
"4875","0","de Sadeleer"
"4876","0","de Saint Moulin"
"4877","0","de Savoye"
"4878","0","de Schepper"
"4879","0","de Schodts"
"4880","0","De Schrijnmakers"
"4882","0","de Schuijter"
"4883","0","De Sellier"
"4884","0","de Senepart"
"4885","0","De Smecht"
"4886","0","de Smedt"
"4887","2328","de Smet"
"4888","0","de Souter"
"4889","0","de Stappens"
"4890","0","De Stappers"
"4891","0","De Stoop"
"4892","0","de Swert"
"4893","0","De Tramasure"
"4894","0","De Troosemberghe"
"4895","2292","de Vadder"
"4896","0","de Valicourt"
"4897","0","de Vergnies"
"4898","0","de Vex"
"4899","0","de Ville"
"4900","0","De Villegas"
"4901","0","De Villers-Masbourg"
"4902","0","De Vos"
"4903","0","de Vreese"
"4904","0","de Waersegger"
"4905","0","de Waha"
"4906","0","de Wandre"
"4907","0","de Warelles"
"4908","0","de Wez"
"4909","0","de Wijs"
"4910","0","de Wilde"
"4911","0","de Winter"
"4912","2287","de Wit"
"4913","2287","de Witt"
"4914","2287","De Witte"
"4915","0","de Wolff"
"4916","0","De Zangre"
"4917","0","De Zangré"
"4918","0","De Zutter"
"4919","0","de Zwaager"
"4920","0","Debare"
"4921","0","Debeelen"
"4922","0","Debiefve"
"4923","0","Deckers"
"4924","0","Decock"
"4925","0","Decoux"
"4926","0","Degenellis"
"4927","0","Dekepper"
"4928","0","Deladrier"
"4929","0","Delchambre"
"4930","0","dele Bidart"
"4931","0","Delespes"
"4932","0","Delgorgues"
"4933","0","Delhaye"
"4934","0","Delheid"
"4935","0","Della Faille"
"4937","0","Dellafaille"
"4938","0","Dellannoy"
"4939","0","Delmoitiez"
"4940","0","Delobel"
"4941","0","Delport"
"4942","0","Delrue"
"4943","0","Delvaux"
"4944","0","Delwaert"
"4945","0","Delzenne"
"4946","0","Demaeschalck"
"4947","0","Demanet"
"4948","0","Demarbaix"
"4949","0","Demeulenaere"
"4950","0","Denis"
"4951","0","Derboven"
"4952","0","Deren"
"4953","0","Deronghe"
"4954","0","Des Planque"
"4955","0","Deschamps"
"4956","0","Deseverin"
"4958","0","Desmanet"
"4959","0","Desmolles"
"4960","0","Despands"
"4961","0","Despatures"
"4962","0","Despretz"
"4963","0","Desvignes"
"4964","0","Dever"
"4965","0","Devolder"
"4966","0","Dewijels"
"4967","0","Dewolfs"
"4968","0","Dierckx"
"4969","0","Dillen"
"4970","0","Dillis"
"4971","0","Dils"
"4972","0","Dimartinelli"
"4973","0","Dingenen"
"4974","0","Dobbelaere"
"4975","0","Dochen"
"4976","0","Dochin"
"4977","0","Doigny"
"4978","0","Domis"
"4979","0","Dommelers"
"4980","0","Doncker"
"4981","0","Donglebert"
"4982","0","Donsel"
"4983","0","Donworth"
"4984","0","Dorbeek"
"4985","0","Dorchies"
"4986","0","Dossin"
"4987","0","Douglas"
"4988","0","Doutreloux"
"4989","0","Dower"
"4990","0","Drault"
"4991","0","Dresse"
"4992","0","Dreze"
"4993","0","Droesbeque"
"4994","0","Drogart"
"4995","0","Druart"
"4996","0","du Bois"
"4997","0","du Chateau"
"4998","0","du Cochet"
"4999","0","du Crest"
"5000","0","Du Fourny"
"5001","0","du Frasne"
"5002","0","du Monceau"
"5003","0","du Mont"
"5004","0","Du Moulin"
"5005","0","du Pont"
"5006","0","du Rozoir"
"5007","0","Du Villers"
"5008","0","du Vivier"
"5009","0","Dubois"
"5010","0","Duchateau"
"5011","0","Duchoque"
"5012","0","Dufossé"
"5013","0","Duijcks"
"5014","0","Dumont"
"5015","0","Dumoulin"
"5016","0","Dupont"
"5017","0","Dupret"
"5018","0","Duprez"
"5019","0","Dupuis"
"5020","0","Duquesne"
"5021","0","Duraij"
"5022","0","Durbecq"
"5023","0","Durieu"
"5024","0","During"
"5025","0","Dursus"
"5026","0","Dury"
"5027","0","Dusart"
"5028","0","Dussart"
"5029","0","Dutoit"
"5030","0","Duvet"
"5031","0","Eeckelaert"
"5032","0","Eijdelet"
"5033","0","Elen"
"5034","0","Elleboode"
"5035","0","Engel"
"5036","0","Ernst"
"5037","0","Esboëckman"
"5038","2499","Everaert"
"5039","2499","Everaerts"
"5040","2499","Everarts"
"5041","2499","Evrard"
"5042","0","Faider"
"5043","0","Faion"
"5044","0","Falize"
"5045","0","Fasbinder"
"5046","0","Fasseaux"
"5047","0","Fastré"
"5048","0","Fayen"
"5049","0","Fevrier"
"5050","0","Ficher"
"5051","0","Fierlants"
"5052","0","Fievet"
"5053","0","Fillet"
"5054","0","Fisco"
"5055","0","Flaba"
"5056","0","Flagoutier"
"5057","0","Flahuteaux"
"5058","0","Flessu"
"5059","0","Flinn"
"5060","0","Foekinck"
"5061","0","Fontaine"
"5062","0","Formander"
"5063","0","Forneville"
"5064","0","Fortamps"
"5065","0","Fouillot"
"5066","0","Fourdin"
"5067","0","Fourez"
"5068","0","Fraeys"
"5069","0","Fraipont"
"5070","0","Fransman"
"5071","0","Frantzen"
"5072","0","Franx"
"5073","0","Freisor"
"5074","0","Fromont"
"5075","0","Gailly"
"5076","0","Garol"
"5077","0","Gauthier"
"5078","0","Geelhand"
"5079","0","Geerts"
"5080","0","Geilekerken"
"5081","0","Gelinck"
"5082","0","Gemain"
"5083","0","Genotte"
"5084","0","Georlette"
"5085","0","Gerbehaije"
"5086","0","Gerbehaye"
"5087","0","Germain"
"5088","0","Gerteler"
"5089","0","Gervoix"
"5090","0","Geven"
"5091","0","Ghijsens"
"5092","0","Ghion"
"5093","0","Ghison"
"5094","0","Ghoos"
"5095","0","Ghysens"
"5096","0","Gigault"
"5097","0","Gilbert"
"5098","0","Gilis"
"5099","0","Gillissen"
"5100","0","Gilottay"
"5101","0","Gilson"
"5102","0","Glorie"
"5103","0","Gobert"
"5104","0","Gobin"
"5105","0","Goblet"
"5106","0","Godart"
"5107","0","Godfurnon"
"5108","0","Godichal"
"5109","0","Godin"
"5110","0","Goeminne"
"5111","0","Goes"
"5112","0","Goessens"
"5113","0","Goffin"
"5114","0","Gofint"
"5115","0","Goisse"
"5116","0","Golenvaux"
"5117","0","Gomrée"
"5118","0","Goodwin"
"5119","0","Goossens"
"5120","0","Goris"
"5121","0","Gorman"
"5122","0","Gosse"
"5123","0","Gothot"
"5124","0","Goywaerts"
"5125","0","Grandfils"
"5126","0","Grandigneau"
"5127","0","Grandjan"
"5129","0","Grietens"
"5130","0","Griez"
"5131","0","Griffin"
"5132","0","Groeneve"
"5133","0","Grosse"
"5134","0","Grüber"
"5135","0","Gschicht"
"5136","0","Guiot"
"5137","0","Habets"
"5138","0","Haccart"
"5139","0","Hachez"
"5140","0","Haenen"
"5141","0","Haesbeijt"
"5142","0","Haeyaert"
"5143","0","Halfwassenaer"
"5144","0","Hamalle"
"5145","0","Haniquelle"
"5146","0","Hannaert"
"5147","0","Hannise"
"5148","0","Hastinx"
"5149","0","Hastire"
"5150","0","Havigne"
"5151","0","Haxhe"
"5152","0","Hayez"
"5153","0","Heckeliers"
"5154","0","Heeren"
"5155","0","Heijlen"
"5156","0","Hellebaut"
"5157","0","Hellemans"
"5158","0","Hellin"
"5159","0","Helsen"
"5160","0","Hendrickx"
"5161","0","Hendrikx"
"5162","0","Henoumont"
"5163","0","Henrar"
"5164","0","Henrard"
"5165","0","Henrotte"
"5166","2794","Henry"
"5167","0","Hens"
"5168","0","Herbiniaux"
"5169","0","Herremans"
"5170","0","Herrier"
"5171","0","Herrij"
"5172","0","Hestier"
"5173","0","Heus"
"5174","0","Heuschling"
"5175","0","Heylen"
"5176","0","Heyse"
"5177","0","Heyvaert"
"5178","0","Hidden"
"5179","0","Hiel"
"5180","0","Higgins"
"5181","0","Hilberg"
"5182","0","Hinninger"
"5183","0","Homans"
"5184","0","Honorez"
"5185","0","Hoornaert"
"5186","0","Horsten"
"5187","0","Houben"
"5188","0","Houbourdin"
"5189","0","Houlet"
"5190","0","Houvenaghel"
"5191","0","Houzé"
"5192","0","Hövelman"
"5193","0","Hoyas"
"5194","0","Huart"
"5195","0","Hubau"
"5196","0","Huet"
"5197","0","Huge"
"5198","0","Hulin"
"5199","0","Humblin"
"5200","2243","Huygens"
"5201","0","Huysman"
"5203","0","Huyttens"
"5204","0","Ingoldsbij"
"5205","0","Istas"
"5206","0","Jacmain"
"5207","0","Jacquet"
"5208","0","Jacquinet"
"5209","0","Jaemart"
"5210","0","Jamar"
"5211","2097","Jansen"
"5212","2097","Jansens"
"5213","2097","Janssen"
"5214","2097","Janssens"
"5215","0","Jaumenne"
"5216","0","Jeangette"
"5217","0","Jongen"
"5218","0","Jonghes"
"5219","0","Jonieau"
"5220","0","Joosen"
"5221","0","Jorens"
"5222","0","Joris"
"5223","0","Jossan"
"5224","0","Jouret"
"5225","0","Joye"
"5226","0","Jungbluth"
"5227","0","Kaberghs"
"5228","0","Keige"
"5229","0","Kemerlinkx"
"5230","0","Kemna"
"5231","0","Kemps"
"5232","0","Kennis"
"5233","0","Kerens"
"5234","0","Kerteux"
"5235","0","Kervyn"
"5236","0","Kiliam"
"5237","0","Kinart"
"5238","0","Kinderman"
"5239","0","Kindermans"
"5240","0","Klarenbeek"
"5241","0","Kloostermans"
"5242","0","Kneip"
"5243","0","Koekhofs"
"5244","0","Krost"
"5245","0","Kruger"
"5246","0","Kuijtenbrouwer"
"5247","0","L'Empereur"
"5248","0","L'Hermite"
"5249","0","L'Olivier"
"5250","0","La Barbe"
"5251","0","La Harc"
"5252","0","La Hay"
"5253","0","La Lance"
"5254","0","La Prevotte"
"5255","0","Lacourt"
"5256","0","Lacrois"
"5257","0","Laenen"
"5258","0","Laeremans"
"5259","0","Lagniau"
"5260","0","Lalieu"
"5261","0","Lambermont"
"5262","0","Lambrecht"
"5263","0","Lambrechts"
"5264","0","Landeloos"
"5265","0","Landuyt"
"5266","0","Lanneau"
"5267","0","Lanson"
"5268","0","Lantmeters"
"5269","0","Larsimont"
"5270","0","Lauwers"
"5271","0","Le Begge"
"5272","0","le Begue"
"5273","0","Le Clerc"
"5274","0","le Clercqz"
"5275","0","Le Cocq"
"5276","0","le Comte"
"5277","0","Le Corbesier"
"5278","0","Le Creps"
"5279","0","Le Docte"
"5280","2169","Le Febvre"
"5281","0","Le Francq"
"5282","0","Le Grelle"
"5283","0","Le Jeune"
"5284","0","Le Lievre"
"5285","0","Le Maire"
"5286","0","Le Noir"
"5287","0","Le Paige"
"5288","0","Le Poivre"
"5289","0","Le Roy"
"5290","0","Le Vieux"
"5291","0","Leardi"
"5292","0","Lebbé"
"5293","0","Lebens"
"5294","0","Lebon"
"5295","0","Leboutte"
"5296","0","Lebrun"
"5297","0","Lechat"
"5298","0","Lëen"
"5299","0","Lefebure"
"5300","0","Lefebvre"
"5301","0","Lefevre"
"5302","0","Legrain"
"5303","0","Lehen"
"5304","0","Leirens"
"5305","0","Leleux"
"5306","0","Lemielle"
"5307","0","Lemmens"
"5308","0","Lenger"
"5309","0","Lentz"
"5310","0","Lepage"
"5311","0","Leqouin"
"5312","0","Lergon"
"5313","0","Les Comtes"
"5314","0","Lesneucq"
