"descriptor","place_id_fk"
"apud Ipras","306"
"apud Leodium","392"
"apud Namurcum","445"
"apud Vlycken","0"
"apud Walcuriam","0"
"apud Ypris","306"
"apud Yrps","0"
"Apursis","1003"
"Apvelp","6435"
"Aquakenis","1004"
"Aqualiensis","1005"
"Aquensis","11"
"Aquetenensis","1006"
"Aquiano-Chablasianus","3062"
"Aquiensis","1007"
"Aquilegensis","0"
"Aquilegiensis","0"
"Aquiliensis","36"
"Aquiqgranensis","0"
"Aquis Graensis","11"
"Aquisgradensis","11"
"Aquisgranenensis","11"
"Aquisgranensis","11"
"Aquisgraniensis","11"
"Aquisgrano","11"
"Aquisgranus","11"
"Aquitanus","1008"
"Aragonensis","1009"
"Arboreus","1011"
"Arboriensis","1011"
"Arbosiensis","1010"
"Arbre","8"
"Arbre Fontaine","0"
"Arcennes","2831"
"Arcensis","1013"
"Archaniensis","5999"
"Archelensis","1014"
"Archene","2831"
"Archennes","2831"
"Archensis","1015"
"Archiepiscopatu Trevirensi","8080"
"Archiepiscopus regni Scotie primas et apostolice sedis legatus natus, in facultate theologie","0"
"Archimont","1016"
"Archiniensis","1017"
"Archipontanus","1018"
"Archotanus","7"
"Archottanus","7"
"Archtensis","1019"
"Archtmariensis","1020"
"Archy","1021"
"Arcken","1022"
"Arckenckensis","1023"
"Arckensis","1024"
"Arckmariensis","0"
"Arcq Annieres","27"
"Arcq-annier","27"
"Arcqenniere","27"
"Arcquenniers","27"
"Ardaghdensis","1025"
"Ardamakanus","1026"
"Ardemburgensis","760"
"Ardenas","1027"
"Ardenburgensis","760"
"Ardenna","1027"
"Ardennas","1027"
"Arderamensis","1028"
"Ardoye","1029"
"Arduennis","1031"
"Arebeeck","1032"
"Arecentinensis","28"
"Areliensis","1033"
"Arembergensis","1034"
"Arenacensis","1035"
"Arenberg","1036"
"Arenbergensis","1036"
"Arendocanus","1037"
"Arendoncanus","1037"
"Arendonck","1037"
"Arendonckanus","1037"
"Arendonkanus","1037"
"Arenhiensis","1038"
"Argenteau","1039"
"Argentinensis","0"
"Argentiniensis","1041"
"Argienne","1042"
"Argitinensis","0"
"Arguennes","1069"
"Arhousius","1043"
"Arianus","834"
"Ariensis","834"
"Arkel","1044"
"Arlanderveel","761"
"Arlanensis","1047"
"Arle","762"
"Arlebacensis","258"
"Arlebecanus","258"
"Arlebeeck","258"
"Arlemensis","764"
"Arlen","764"
"Arlenenensis","764"
"Arlensis","764"
"Arleu","1049"
"Arliniensis","764"
"Arlonensis","764"
"Arlunensis","764"
"Arluno","764"
"Arlunus","764"
"Armacanensis","1051"
"Armacanus","1050"
"Armarianus","1052"
"Armeghensis","1053"
"Armeniensis","1054"
"Armentarianus","1055"
"Armentariensis","1055"
"Armenterianus","1055"
"Armenteriensis","1055"
"Armentheriensis","1055"
"Armoricus","1947"
"Arnadackanus","1056"
"Arnagensis","1057"
"Arnaniensis","1061"
"Arncke","1058"
"Arnem","1059"
"Arnemensis","28"
"Arnemiensis","28"
"Arnhemensis","28"
"Arnhemia","28"
"Arnhemiensis","28"
"Arnhemius","28"
"Arnsteinensis","1062"
"Arnus","1063"
"Arocensis","1064"
"Arom","1080"
"Arotanus","1065"
"Arotiensis","1066"
"Arovenne","1067"
"Arpensis","1068"
"Arquenne","1069"
"Arquennes","1069"
"Arquensis","1046"
"Arquestes","1069"
"Arragoniensis","1009"
"Arrenburgh","760"
"Arriensis","834"
"Arriniensis","1071"
"Arschotanus","7"
"Arschotensis","7"
"Arschottanus","7"
"Arschottensis","7"
"Arscot","7"
"Arscotanus","7"
"Arscotensis","7"
"Arscottanus","7"
"Arsensis","1073"
"Arsesiensis","1074"
"Arshotanus","7"
"Arsle","1075"
"Artesianus","1078"
"Artesiensis","1078"
"Arthensiensis","1078"
"Arthesianus","1078"
"Arthesiensis","1078"
"Arthusiensis","0"
"Artificiensis","1076"
"Artiniensis","1077"
"Artristensis","1079"
"Arusiensis","0"
"Arvaille","3952"
"Arvillanus","1081"
"Arvillarensis","1081"
"Arville","1081"
"Arvoniensis","1082"
"Asancti Andree","0"
"Asbrocanus","1084"
"Asbroeck","1084"
"Asbroekanus","1084"
"Asbruccanus","1084"
"Asca","29"
"Ascanius","29"
"Ascanus","29"
"Ascappel","2843"
"Ascenede","30"
"Ascensis","29"
"Asch","29"
"Aschaffenburgensis","1085"
"Aschanus","29"
"Asche","29"
"Aschensis","29"
"Ascronkanus","1086"
"Asdonck","3778"
"Aselroucanus","1094"
"Asen","822"
"Asensis","1087"
"Asessianus","1101"
"Asnedensis","1088"
"Aspelaer","1089"
"Aspelariensis","1089"
"Asper","1091"
"Asperensis","1092"
"Aspericollensis","7358"
"Aspicollensis","7358"
"Aspirenensis","0"
"Aspricellensis","7358"
"Aspricolensis","7358"
"Aspricollensis","7358"
"Asquigranensis","11"
"Asquisgranensis","11"
"Assauerburgensis","1093"
"Asschaffenbergensis","1085"
"Asschanus","29"
"Assche","29"
"Asselair","1096"
"Assele","29"
"Asselensis","1095"
"Asselghem","1097"
"Assellensis","1095"
"Asselt","1098"
"Assen","1099"
"Assendelphensis","1100"
"Assenede","30"
"Assenedensis","30"
"Assennedensis","30"
"Assenois","31"
"Assensis","1099"
"Asses","1101"
"Assesianus","1101"
"Assess","1101"
"Assesse","1101"
"Assessiensis","1101"
"Assessu","1101"
"Asseus","0"
"Assidiensis","1102"
"Assie","29"
"Assne","822"
"Ast","1103"
"Astanus","1103"
"Asten","32"
"Astenensis","0"
"Astenet","1105"
"Astenses","32"
"Astensis","32"
"Asterdammensis","17"
"Asterle","1106"
"Asthensis","32"
"Astianus","1107"
"Astimée","1108"
"Astorisensis","0"
"Aswidines","1110"
"Atenhovius","34"
"Atensis","8"
"Athenensis","8"
"Athenhoven","34"
"Athenhoviensis","34"
"Athenhovius","34"
"Athenses","8"
"Athensis","8"
"Athenzis","8"
"Athijs","0"
"Athin","1118"
"Athirs","0"
"Athis","0"
"Atignij","1112"
"Atrabas","1113"
"Atrabatensis","1070"
"Atrabato","0"
"Atreabatensis","9095"
"Atrebas","1070"
"Atrebat","0"
"Atrebaten","1070"
"Atrebateneis","33"
"Atrebatenses","0"
"Atrebatensis","33"
"Atrebato","0"
"Atrensis","1114"
"Atrigius","1115"
"Atriniensis","0"
"Atrobatensis","1070"
"Attenhove","34"
"Attenhoven","34"
"Attenhoviensis","34"
"Attenhovius","34"
"Attenniensis","1117"
"Attenovenensis","34"
"Attenovinus","34"
"Atthenhovius","34"
"Atthensis","8"
"Atthre","1120"
"Attrabaten","1119"
"Attrabatensis","33"
"Attre","1120"
"Attrebas","0"
"Attrebatensis","0"
"Attrebato","0"
"Attrebattensis","33"
"Attrebetensis","33"
"Aubecanus","1121"
"Aubel","1122"
"Aubelensis","1122"
"Aublain","1125"
"Auboliensis","1122"
"Aubrif","1126"
"Aubrive","1126"
"Aubulensis","1122"
"Audamarensis","0"
"Audegaert","1127"
"Audegem","6514"
"Audeghem","6514"
"Audenaecken","6516"
"Audenardensis","490"
"Audenarensis","490"
"Audenbosch","6517"
"Audenbossch","6517"
"Audenburgensis","6519"
"Audenhove Beatae Mariae","569"
"Audergem","6522"
"Auderghem","6522"
"Audiegnies","1133"
"Audiensis","1128"
"Audimensis","0"
"Audiniensis","1129"
"Audinus","1130"
"Audionensis","1131"
"Audomarcensis","574"
"Audomarensis","574"
"Audomensis","574"
"Audomorensis","574"
"Audonarcensis","1132"
"Audonarensis","574"
"Audormarensis","574"
"Audorp","6529"
"Audregnies","1133"
"Audregnis","0"
"Audtgaren","6541"
"Auffe","1135"
"Aufflinensis","1136"
"Aughem","6522"
"Augiensis","175"
"Auguardiensis","4318"
"Augusta Vangionum","8945"
"Augustanensis","0"
"Augustani","1137"
"Augustanus","1137"
"Augustensis","0"
"Augustiani","0"
"Augustianus","5999"
"Augustinensis","0"
"augustinianus","5999"
"Augustinus","1137"
"Augusto Vindelicorum","1137"
"Augustuensis","0"
"Aula Divi Stephani","2434"
"Aula Sancti Stephani","7548"
"Aulmont","1138"
"Auloij","1141"
"Aultere","6"
"Aurchodiensis","1142"
"Aureaevallensis","6468"
"Aureavallensis","6468"
"Aureavellensis","6468"
"Aureevallensis","6468"
"Aurevallensis","6468"
"Aurivallensis","6468"
"Aurkerke","0"
"Auseroelt","1144"
"Aussé","1135"
"Austiche","6488"
"Austr.","0"
"Austria","6387"
"Austriacanus","6387"
"Austriaco","6387"
"Austriacus","6387"
"Austricus","6387"
"Austrovicanus","1145"
"aut de Trajecto Inferiori","635"
"Aut Thurnhout","6510"
"Autehart","1146"
"Autgaerde","6541"
"Autgaerden","6541"
"Autgarden","6541"
"Autgardiensis","6541"
"Authe","1147"
"Authem episcopi","668"
"Authevriensis","6509"
"Authez","6494"
"Autissiodorensis","0"
"Autmarcensis","482"
"Autrage","4003"
"Autre Eglise","1148"
"Autreglise","1148"
"Autriaco","6387"
"Auvancianus","1149"
"Auvelaij","1150"
"Auvelais","1150"
"Auveloij","1150"
"Auvelois","1150"
"Auveloix","1150"
"Auveloy","1150"
"Auveniensis","1151"
"Auvin","1172"
"Auwaert","4477"
"Auweghem","6543"
"Auwelois","1150"
"Auwerghem","6543"
"Auwircensis","1153"
"Auxellanus","1154"
"Avastenensis","1155"
"Ave","1156"
"Avelegom","1157"
"Avelgem","0"
"Avelghem","0"
"Avellinensis","0"
"Aveloensis","1158"
"Avenensis","1162"
"Avenesnensis","1162"
"Aveniensis","1160"
"Avennensis","1162"
"Avennius","1169"
"Avensis","1163"
"Averbacensis","1134"
"Avercilanensis","1165"
"Averdiensis","1166"
"Averhornensis","1159"
"Avernacensis","1167"
"Avernas","1167"
"Avernas le Bauduin","1167"
"Avernas lez Bauduin","1167"
"Avernas lez Beauduin","1167"
"Avernensis","1169"
"Averniensis","1169"
"Averskerck","1168"
"Avesenensis","1169"
"Avesne","1161"
"Avesnensis","1169"
"Avesnes","1169"
"Avesniensis","1169"
"Avillainche","1171"
"Avin","1172"
"Avinanus","1173"
"Aviolanus","1174"
"Aviolensis","1175"
"Aviotanus","1176"
"Aviotensis","1176"
"Avirtanus","1177"
"Awan","1178"
"Awans","1178"
"Awenne","35"
"Awinckel","1179"
"Axaerde","2869"
"Axcella","1180"
"Axelanus","1180"
"Axellanus","1180"
"Axellensis","1181"
"Aycuriensis","1182"
"Aynacensis","1184"
"Ayninne","2947"
"Aynisse","4147"
"Ayseau","836"
"Baarle","1191"
"Babenhausen","1195"
"Baceensis","1196"
"Bachelensis","1197"
"Bachensensis","1198"
"Backel","39"
"Bacquelensis","39"
"Baculensis","1199"
"Badel","1203"
"Badelensis","1204"
"Badensis","1205"
"Baeckel","39"
"Baeckelensis","39"
"Baedel","1203"
"Baeijghem","1185"
"Bael","1186"
"Baeleghem","1186"
"Baelen","40"
"Baelensis","40"
"Baeliutensis","1207"
"Baer le Nassau","1192"
"Baerdegem","1188"
"Baerdeghem","1188"
"Baerdwijck","1189"
"Baerlaensis","1208"
"Baerlaer","65"
"Baerlaere","65"
"Baerle","1191"
"Baerle Hertogh","37"
"Baerle Nassau","1192"
"Baerleducis","37"
"Baerlensis","1191"
"Baertensis","1211"
"Baertwyck","1189"
"Baesel","45"
"Baesrode","1194"
"Baesroede","0"
"Baeuff","1212"
"Baexen","1213"
"Baeyghem","1185"
"Bahelensis","1214"
"Baij","1215"
"Baijeghem","1185"
"Baijghem","1185"
"Baijssem","52"
"Baileux","1216"
"Baillonville","1218"
"Bailoeux","1216"
"Bailveux","1216"
"Baionensis","1219"
"Baisi","1220"
"Baisieu","1221"
"Baisieux","1221"
"Baisij","1223"
"Baisy","1222"
"Baisys","1222"
"Bajecensis","0"
"Bajonensis","1224"
"Bakehom","38"
"Bakel","39"
"Bakelensis","39"
"Bakle","1226"
"Bala","40"
"Balacensis","1227"
"Balagariensis","1228"
"Balanzonius","1229"
"Balarensis","1230"
"Balatre Sanctae Aldegundis","1231"
"Balatriensis","1231"
"Balcum","1232"
"Balder","65"
"Balderensis","65"
"Baldert","65"
"Balduini","1233"
"Baldunensis","1234"
"Balduniensis","1235"
"Balduuiensis","1236"
"Bale","40"
"Balecomensis","1494"
"Balegem","1238"
"Baleghem","1238"
"Balemus","1239"
"Balen","40"
"Balenses","40"
"Balensis","40"
"Balenus","40"
"Baleolanus","1240"
"Baliensis","1186"
"Balieul","1217"
"Baliniensis","1241"
"Baliolanus","1217"
"Baliolensis","1217"
"Baliolo","1217"
"Balionanus","1217"
"Ballaciensis","1243"
"Ballaer","1242"
"Ballaerensis","1242"
"Ballaert","1242"
"Ballarensis","1244"
"Ballariensis","1245"
"Ballart","1242"
"Ballartanus","1246"
"Ballensis","40"
"Balliensis","1248"
"Balliolanus","1217"
"Balliolo","0"
"Ballionville","1218"
"Balonensis","1249"
"Bambeke","1250"
"Bambergensis","1251"
"Bambrugh","1252"
"Bamburgensis","1251"
"Bampergensis","1251"
"Ban","1253"
"Banckelensis","1254"
"Bande","41"
"Banetensis","1255"
"Bania Comitis","7206"
"Banno","1256"
"Baoville","464"
"Bapalmensis","1326"
"Bapalmiensis","1326"
"Bapamensis","1326"
"Bapamiensis","1326"
"Bapaulme","1326"
"Bappalmensis","1326"
"Bar le Duc","37"
"Bar le Ducis","37"
"Barbancon","1263"
"Barbanconius","1263"
"Barbanerzomensis","1260"
"Barbanson","1263"
"Barbansonius","1263"
"Barbantinensis","1261"
"Barbenson","1263"
"Barbensoniensis","1263"
"Barbensonius","1263"
"Barcenal","1267"
"Barcij","1269"
"Barcinonensis","1266"
"Bardegem","1188"
"Bardeghem","1188"
"Bardenensis","0"
"Bardewijck","1189"
"Bardvyck","1189"
"Bardwyckensis","1189"
"Barechtdrehtensis","1468"
"Barel","1270"
"Barele","1270"
"Barensis","1272"
"Barent","1273"
"Barenwijck","1274"
"Bargensis","0"
"Barij","1287"
"Barkenalle","1267"
"Barlaijmontensis","1490"
"Barlaimontensis","1490"
"Barlandus","1190"
"Barle","37"
"Barle Hertogh","37"
"Barlemontanus","1490"
"Barlemontensis","1490"
"Barlensis","1191"
"Barliax","1277"
"Barlo","1279"
"Barnaux","42"
"Barnaveldius","0"
"Barniensis","1281"
"Baroduca","37"
"Barol","1282"
"Baron Vil","1283"
"Baronville","1283"
"Barré","1285"
"Barrensis","1285"
"Barsalonenses","1266"
"Bartringen","1525"
"Barvaux","42"
"Barvaux ad Urtam","1292"
"Barveau","42"
"Barveaud","42"
"Barveaux","42"
"Barveaux in Urtum","1292"
"Barveaux Surourt","1292"
"Barviau","42"
"Barvo","42"
"Barvo ad Ourtam","1292"
"Barvor","1292"
"Bas Sylli","9066"
"Bascensis","1293"
"Baschleiden","1294"
"Basdorpiensis","1193"
"Basecq","1296"
"Basecquet","1296"
"Basekanus","1296"
"Basel","45"
"Basele","45"
"Baseltensis","45"
"Basettines","1298"
"Basiensis","1222"
"Basiliensis","1237"
"Basilij","9066"
"Basilly","9066"
"Baskeley","1299"
"Bason","1300"
"Basrensis","1301"
"Bassatenus","1302"
"Basseanus","1305"
"Basseensis","1305"
"Basseheerensis","1328"
"Basselicensis","9066"
"Basseliert","0"
"Basselij","1308"
"Bassenge","1641"
"Basserode","1194"
"Bassevelde","1310"
"Basseveldensis","1310"
"Basseya","1304"
"Bassianus","1305"
"Bassiensis","1312"
"Bassijllij","9066"
"Bassiliensis","1237"
"Bassilij","9066"
"Bassillie","9066"
"Bassilly","9066"
"Bassily","9066"
"Bassine","1313"
"Bassiniensis","1313"
"Bastaviensis","1315"
"Bastemensis","1316"
"Bastiniensis","1317"
"Bastionensis","1317"
"Bastonacensis","1317"
"Bastonienis","1317"
"Bastoniensis","1317"
"Basvelensis","1319"
"Batavo-ducensis","1321"
"Batavo-Durensis","8853"
"Batavo-Lugdunus","5004"
"Batavoducensis","8853"
"Batavodurensis","8853"
"Batavus","748"
"Batenborgh","1322"
"Batensis","1323"
"Batergensis","0"
"Bateriensis","1324"
"Bathoniensis","0"
"Bathuniensis","1325"
"Batoniensis","0"
"Batsensis","1327"
"Bauce","1329"
"Baude","41"
"Baudoir","1330"
"Baudour","1330"
"Baudoux","1330"
"Bauduanus","1331"
"Bauf","43"
"Baufensis","43"
"Bauffe","43"
"Bauffiensis","43"
"Baulee","1332"
"Bauleers","1332"
"Baulers","1332"
"Baureng","47"
"Bauresin","1870"
"Bauschlieden","1335"
"Bausettine","3036"
"Baussur","1336"
"Bautersem","104"
"Bautershemiensis","104"
"Bautersim","104"
"Bautersom","104"
"Bauthersem","104"
"Bauvchine","722"
"Bauvechenne","722"
"Bauvechien","722"
"Bauvechin","722"
"Bauvechine","722"
"Bauwecheins","722"
"Bauwelensis","1885"
"Bauwelinge","1338"
"Bavacensis","1341"
"Bavaco","1341"
"Bavaria","1396"
"Bavarico","1396"
"Bavarus","1396"
"Bavasensis","1341"
"Bavaux","42"
"Bavavarus","1396"
"Bavecensis","1341"
"Bavechien","722"
"Bavechienne","722"
"Bavechiennes","722"
"Bavechin","722"
"Bavechinensis","722"
"Bavel","44"
"Bavez","1340"
"Bavichoven","1342"
"Baville","2180"
"Bavinchove","1342"
"Bavocensis","1341"
"Bayensis","1343"
"Baygem","1185"
"Bayghem","1185"
"Bayonensis","1344"
"Bazectanus","1345"
"Beanus","1346"
"Bearnesiensis","1347"
"Beau Leuvinensis","0"
"Beaufort","1348"
"Beaugensis","1349"
"Beaulieu","1350"
"Beaulieux","1351"
"Beaulinensis","1352"
"Beaulpamensis","1353"
"Beaurain","0"
"Beauraing","47"
"Beaurieu","1355"
"Beaurieux","1355"
"Beauring","47"
"Beauroing","47"
"Beausaint","1356"
"Beausart","1357"
"Beausein","1356"
"Beaussart","1357"
"Beauvechain","722"
"Beauvechiennes","722"
"Beauvechin","722"
"Beauvechine","722"
"Beauvesine","722"
"Beauvesinne","722"
"Beauving","47"
"Beauvochin","722"
"Beavesinne","722"
"Becanus","50"
"Becclerr","1371"
"Becdanus","1359"
"Becelacensis","1360"
"Becelaere","1533"
"Bechem","1361"
"Bechhosanus","1362"
"Bechliniensis","0"
"Beckanus","5999"
"Becke","50"
"Beckengen","48"
"Beckevort","53"
"Becklinhausen","6898"
"Bedburgensis","1367"
"Bedvar","1369"
"Beeca","50"
"Beeck","50"
"Beef","1389"
"Beeff","1389"
"Beek","50"
"Beekensis","50"
"Beelen","1372"
"Beemont","1374"
"Beerbeck","1375"
"Beerckl","64"
"Beerendrecht","1468"
"Beergensis","1376"
"Beernelensis","1378"
"Beers","51"
"Beerse","1380"
"Beersel","1381"
"Beerselensis","1381"
"Beersen","1380"
"Beersensis","1380"
"Beersse","1380"
"Beerthe","1384"
"Beerthem","66"
"Beesdius","1386"
"Beesee","1387"
"Beets","217"
"Beetsensis","217"
"Beetsgallica","1388"
"Beettensis","0"
"Beetz","217"
"Beetzensis","217"
"Beffiensis","1389"
"Begekanus","1390"
"Begelscamp","2602"
"Beggynendyck","1391"
"Beginatanus","1392"
"Behogne","7055"
"Behoniensis","1393"
"Beidveiler","1395"
"Beijghem","1397"
"Beijloueux","1216"
"Beijsem","52"
"Beijssen","52"
"Beirlaer","65"
"Beirleghem","1377"
"Beirsel","1381"
"Beka","50"
"Bekanus","50"
"Bekelensis","1401"
"Bekelgem","1400"
"Bekensis","50"
"Bekenvordensis","53"
"Bekevortdiensis","53"
"Bel","1402"
"Belcele","57"
"Beldoniensis","1404"
"Belearabensis","1405"
"Beleele","57"
"Belensis","1406"
"Beles","1407"
"Belfontaine","1418"
"Belga","1409"
"Belgrade","1410"
"Belile","1411"
"Belingwoldanus","0"
"Beliolanus","56"
"Belladiensis","1412"
"Bellaer","1413"
"Bellanus","1414"
"Bellar","65"
"Bellcrinensis","1415"
"Belle","54"
"Belle Fontaine","1418"
"Belleeul","56"
"Bellefagitensis","1417"
"Bellefontaine","1418"
"Bellegem","55"
"Belleghem","55"
"Belleij","1416"
"Bellem","1419"
"Bellemontanus","46"
"Bellemonte","0"
"Bellemontensis","46"
"Bellen","1402"
"Bellensis","555"
"Belleriensis","1420"
"Belles","1421"
"Belleuil","56"
"Belleul","56"
"Bellicensis","1423"
"Bellifortensis","1348"
"Bellimontanus","46"
"Bellimontensis","46"
"Bellin","1425"
"Bellingen","1426"
"Bellingensis","1426"
"Bellinghen","1426"
"Bellingus","1426"
"Belliolanus","54"
"Belliolensis","54"
"Bellionensis","54"
"Bellioninus","56"
"Bello Fortensis","1348"
"Bello montanus","46"
"Bellodiensis","1427"
"Belloeil","54"
"Belloeul","56"
"Bellofortiensis","1428"
"Belloforviensis","1429"
"Belloil","56"
"Belloilanus","56"
"Bellomerlanus","1430"
"Bellomontanus","46"
"Bellomonte","46"
"Bellomontensis","46"
"Bellontanus","3194"
"Belloramensis","1431"
"Belloramius","47"
"Belloramus","47"
"Belloranus","47"
"Belluliensis","56"
"Belnacensis","0"
"Belnensis","1432"
"Beloeil","56"
"Belseel","57"
"Belsele","57"
"Belsen","1476"
"Belsil","57"
"Belvacensis","0"
"Belvau","1433"
"Belvensis","1434"
"Bembecanus","1435"
"Bemerlin","1436"
"Ben","58"
"Bendegiensis","1437"
"Benetoniensis","1438"
"Bengiensis","1439"
"Beniensis","1440"
"Benliacensis","1441"
"Benneanensis","1442"
"Bennecom","1443"
"Benonensis","1444"
"Benscopiensis","1445"
"Bensfeldensis","1446"
"Benuriniensis","1448"
"Beochensis","1449"
"Berainensis","1450"
"Beranus","1451"
"Berbeghensis","1452"
"Bercdelensis","1453"
"Berchem","59"
"Berchemensis","59"
"Berchemiensis","59"
"Berchensis","1455"
"Berchermanus","1456"
"Berchs","1458"
"Berchsomiensis","62"
"Berchuniensis","1459"
"Berchyckanus","60"
"Berckel","64"
"Berckem","1478"
"Berckerkanus","1460"
"Berckosomiensis","62"
"Bercquiniensis","1461"
"Berctvordiensis","53"
"Berdeghem","1188"
"Berdewycanus","1189"
"Berdinensis","1462"
"Berdorff","1463"
"Berechmensis","1464"
"Bereijckensis","1465"
"Berel","1466"
"Berendrechhtanus","1468"
"Berendreght","1468"
"Berensis","1394"
"Berentrecht","1468"
"Berg-Stillin","1470"
"Berga Sancti Winoci","7553"
"Berga Sti Winoci","7553"
"Bergalers","1480"
"Bergaliensis","1471"
"Berganus","1473"
"Berge","1474"
"Bergeijck","60"
"Bergeijckensis","60"
"Bergem","1478"
"Bergen","61"
"Bergen Sancti Winoci","7553"
"Bergenses Sancti Guinoci","7553"
"Bergensis","61"
"Bergensis ad Zomam","62"
"Bergensis ad Zoman","62"
"Bergensis ad Zonam","62"
"Bergensis as Zoman","62"
"Bergensis divi Guinoci","7553"
"Bergensis Divi Gwinoci","7553"
"Bergensis in Flandria","7553"
"Bergensis Sancti Wennoci","7553"
"Bergensis Sancti Winoci","7553"
"Bergensis Santi Winoci","7553"
"Bergensis Sti Winochi","7553"
"Bergensis Sti Winoci","7553"
"Bergensis supra Zomam","62"
"Bergerhoudt","1788"
"Bergerobsomiensis","62"
"Bergesomiensis","62"
"Bergeycanus","60"
"Bergeycensis","60"
"Bergeyck","60"
"Bergeyckanius","60"
"Bergeyckanus","60"
"Bergeykanus","60"
"Bergezomensis","62"
"Bergh","1469"
"Bergh-op-zomius","62"
"Berghe","1469"
"Berghe+C18479ijck","1477"
"Berghem","1478"
"Berghen","0"
"Berghenensis","0"
"Berghensis","5999"
"Berghensis as Zomam","62"
"Berghensis Sancti Winoci","7553"
"Berghesomiensis","62"
"Bergheycanus","60"
"Bergheyck","60"
"Bergheyckensis","60"
"Bergheykanus","60"
"Bergijck","60"
"Bergijk","60"
"Bergil","1479"
"Bergilé","1424"
"Bergilez","1424"
"Bergiliers","1480"
"Berginensis","0"
"Berginlers","1424"
"Berginomensis","1481"
"Bergis","61"
"Bergis Supra Zomam","62"
"Bergisomius","62"
"Bergizomensis","62"
"Bergizomius","62"
"Bergo Zomiensis","62"
"Bergom","1485"
"Bergomiensis","62"
"Bergoniensis","1482"
"Bergopsomiensis","62"
"Bergopzomiensis","62"
"Bergosomanus","62"
"Bergosomensis","62"
"Bergue Sancti Winoci","7553"
"Bergzonensis","62"
"Bericensis","63"
"Berigensis","63"
"Berimenil","1486"
"Beringanus","63"
"Beringen","63"
"Beringengis","63"
"Beringensis","63"
"Beringhen","63"
"Beringhensis","63"
"Beringhus","63"
"Beringiensis","63"
"Beringius","63"
"Beringus","63"
"Berkonius","1488"
"Berlaer","65"
"Berlaere","65"
"Berlaimontensis","1490"
"Berlandia","1190"
"Berlanus","1491"
"Berlarensis","65"
"Berlemont","1490"
"Berlen","65"
"Berlensis","1493"
"Berlicom","1494"
"Berliconensis","1496"
"Berlin","1495"
"Berlino","1495"
"Berlo","1499"
"Berlomucensis","1498"
"Berluonensis","1500"
"Bermensis","1501"
"Bermeringe","1502"
"Bernardius Vallis Sancti Lamberti","0"
"Bernau","1504"
"Bernaud","1504"
"Berncastellanus","1507"
"Berneau","1504"
"Berneaux","1504"
"Bernem","1379"
"Bernensis","1503"
