Title,fm_id,RecordID,856_u,856_y,project
Commentarius ad Decretales Gregorii IX [IV],2293,9992146339101488,https://resolver.libis.be/IE5278336/representation,Archives de l'Université catholique de Louvain Ms. C141,17
Physica. Metaphysica,2294,9992146706401488,https://resolver.libis.be/IE5278976/representation,Archives de l'Université catholique de Louvain Ms. C144,17
Physica,2295,9992146848801488,https://resolver.libis.be/IE5301474/representation,Archives de l'Université catholique de Louvain Ms. C162,17
Physica,2296,9992146857301488,https://resolver.libis.be/IE5300408/representation,Archives de l'Université catholique de Louvain Ms. C158,17
Physica,2297,9992146860001488,https://resolver.libis.be/IE5299918/representation,Archives de l'Université catholique de Louvain Ms. C156,17
Physica,2298,9992146985601488,https://resolver.libis.be/IE5299212/representation,Archives de l'Université catholique de Louvain Ms. C151,17
Physica,2299,9992146988901488,https://resolver.libis.be/IE5298104/representation,Archives de l'Université catholique de Louvain Ms. C150,17
Physica,2300,9992147495401488,https://resolver.libis.be/IE5302768/representation,Archives de l'Université catholique de Louvain Ms. C163,17
Physica. Metaphysica,2301,9992147782501488,https://resolver.libis.be/IE5303942/representation,Archives de l'Université catholique de Louvain Ms. C165,17
Physica,2302,9992148064401488,https://resolver.libis.be/IE5309226/representation,Archives de l'Université catholique de Louvain Ms. C169,17
Physica,2303,9992148090201488,https://resolver.libis.be/IE5308346/representation,Archives de l'Université catholique de Louvain Ms. C168,17
Physica,2304,9992148095901488,https://resolver.libis.be/IE5306562/representation,Archives de l'Université catholique de Louvain Ms. C167,17
Physica,2305,9992148600301488,https://resolver.libis.be/IE5311706/representation,Archives de l'Université catholique de Louvain Ms. C176,17
Physica,2306,9992148605801488,https://resolver.libis.be/IE5307748/representation,Archives de l'Université catholique de Louvain Ms. C172,17
Physica,2307,9992148802601488,https://resolver.libis.be/IE5310076/representation,Archives de l'Université catholique de Louvain Ms. C175,17
Syntaxis,2308,9992149102601488,https://resolver.libis.be/IE5314288/representation,Archives de l'Université catholique de Louvain Ms. C178,17
Grammatica,2309,9992149105901488,https://resolver.libis.be/IE5313522/representation,Archives de l'Université catholique de Louvain Ms. C177,17
Physica,2310,9992149165001488,https://resolver.libis.be/IE5415858/representation,Archives de l'Université catholique de Louvain Ms. C195,17
Quæstiones variæ theologicæ,2311,9992149168001488,https://resolver.libis.be/IE5414774/representation,Archives de l'Université catholique de Louvain Ms. C194,17
Series quaestionum,2312,9992149485801488,https://resolver.libis.be/IE5414134/representation,Archives de l'Université catholique de Louvain Ms. C193,17
Physica. Metaphysica,2313,9992149490701488,https://resolver.libis.be/IE5412840/representation,Archives de l'Université catholique de Louvain Ms. C192,17
Ethica,2314,9992149495501488,https://resolver.libis.be/IE5412248/representation,Archives de l'Université catholique de Louvain Ms. C191,17
Physica,2315,9992150599201488,https://resolver.libis.be/IE5328854/representation,Archives de l'Université catholique de Louvain Ms. C202,17
Ethica,2316,9992150601501488,https://resolver.libis.be/IE5328010/representation,Archives de l'Université catholique de Louvain Ms. C201,17
Physica,2317,9992150904801488,https://resolver.libis.be/IE5333790/representation,Archives de l'Université catholique de Louvain Ms. C203,17
Physica,2318,9992150960001488,https://resolver.libis.be/IE5329980/representation,Archives de l'Université catholique de Louvain Ms. C205,17
Physica,2319,9992150970801488,https://resolver.libis.be/IE5335240/representation,Archives de l'Université catholique de Louvain Ms. C204,17
Physica,2320,9992151397201488,https://resolver.libis.be/IE5332262/representation,Archives de l'Université catholique de Louvain Ms. C209,17
Physica,2321,9992151405501488,https://resolver.libis.be/IE5331148/representation,Archives de l'Université catholique de Louvain Ms. C207,17
Physica,2322,9992151606301488,https://resolver.libis.be/IE5315168/representation,Archives de l'Université catholique de Louvain Ms. C210,17
Physica,2323,9992204604701488,https://resolver.libis.be/IE6772072/representation,Royal Library ms. II 3106,17
Physica,2324,9992206993601488,https://resolver.libis.be/IE9148133/representation,copy from private collection,17
Physica,2325,9992207401401488,https://resolver.libis.be/IE9153073/representation,copy from private collection,17
Physica,2326,9992219790001488,https://resolver.libis.be/IE8842669/representation,Royal Library ms. II 3292,17
Physica et metaphysica,2327,9992220680601488,https://resolver.libis.be/IE8847115/representation,Royal Library ms. II 3352,17
Logica,2328,9992221202401488,https://resolver.libis.be/IE8849989/representation,Royal Library ms. II 3366/2,17
Physica,2329,9992221650701488,https://resolver.libis.be/IE8864845/representation,Royal Library ms. II 3368/2,17
Physica,2330,9992224302001488,https://resolver.libis.be/IE8868838/representation,Royal Library ms. II 3430/1,17
Dialectica,2331,9992225262401488,https://resolver.libis.be/IE8875666/representation,Royal Library ms. II 3479,17
Logica,2332,9992225265001488,https://resolver.libis.be/IE8878348/representation,Royal Library ms. II 3444,17
Physica,2333,9992225292301488,https://resolver.libis.be/IE8874160/representation,Royal Library ms. II 3438,17
Physica,2334,9992225666501488,https://resolver.libis.be/IE8877106/representation,Royal Library ms. II 3532,17
Physica,2335,9992225787101488,https://resolver.libis.be/IE8956414/representation,Royal Library ms. II 3698,17
Logica,2336,9992225794601488,https://resolver.libis.be/IE8882644/representation,Royal Library ms. II 3595,17
Physica,2337,9992227193601488,https://resolver.libis.be/IE8958856/representation,Royal Library ms. II 3703,17
Logica,2338,9992228007701488,https://resolver.libis.be/IE8964870/representation,Royal Library ms. II 4352,17
Dialectica,2339,9992228103501488,https://resolver.libis.be/IE8963766/representation,Royal Library ms. II 4480,17
Physica,2340,9992228433301488,https://resolver.libis.be/IE8890846/representation,Royal Library ms. II 4645,17
Dialectica,2341,9992229610001488,https://resolver.libis.be/IE8892622/representation,Royal Library ms. II 4732,17
Physica,2342,9992238865401488,https://resolver.libis.be/IE8988728/representation,Royal Library ms. II 4284,17
Dialectica,2343,9992238965901488,https://resolver.libis.be/IE8989424/representation,Royal Library ms. II 4285,17
Logica,2344,9992238992201488,https://resolver.libis.be/IE8989789/representation,Royal Library ms. II 4272,17
Physica,2345,9992239494301488,https://resolver.libis.be/IE8992832/representation,Royal Library ms. II 4765,17
Physica,2346,9992239531301488,https://resolver.libis.be/IE9001138/representation,Royal Library ms. II 5167,17
Logica,2347,9992239580201488,https://resolver.libis.be/IE8996806/representation,Royal Library ms. II 5056,17
Physica,2348,9992241006701488,https://resolver.libis.be/IE9143873/representation,Royal Library ms. II 5233,17
Physica,2349,9992241391701488,https://resolver.libis.be/IE9138972/representation,Royal Library ms. II 5342,17
Logica,2350,9992241898401488,https://resolver.libis.be/IE9141894/representation,Royal Library ms. II 5411,17
Physica,2351,9992242003001488,https://resolver.libis.be/IE9140862/representation,Royal Library ms. II 5380,17
Logica,2352,9992246345201488,https://resolver.libis.be/IE9488786/representation,Royal Library ms. II 5419,17
Physica,2353,9992246804101488,https://resolver.libis.be/IE9437046/representation,Royal Library ms. II 5422,17
Logica,2354,9992246897201488,https://resolver.libis.be/IE9438488/representation,Royal Library ms. II 5426,17
Physica,2355,9992247586101488,https://resolver.libis.be/IE9440876/representation,Royal Library ms. II 5444,17
Logica,2356,9992249564201488,https://resolver.libis.be/IE9463851/representation,Royal Library ms. II 6281,17
Repetitio medica : de intermittentius /,2357,9992251605601488,https://resolver.libis.be/IE9315346/representation,Royal Library ms. II 7699/3,17
Physica,2358,9992253682801488,https://resolver.libis.be/IE9543803/representation,Royal Library ms. III 1102,17
Physica,2359,9992254699401488,https://resolver.libis.be/IE9446666/representation,Royal Library ms. III 1103/1,17
Logica,2360,9992257388201488,https://resolver.libis.be/IE9454080/representation,Royal Library ms. 3487-3490,17
Physica,2361,9992259064001488,https://resolver.libis.be/IE9514763/representation,Royal Library ms. 20987,17
Logica,2362,9992259094501488,https://resolver.libis.be/IE9509750/representation,Royal Library ms. 19376,17
Physica,2363,9992259486801488,https://resolver.libis.be/IE9514865/representation,Royal Library ms. 21126,17
Physica,2364,9992259488401488,https://resolver.libis.be/IE9516317/representation,Royal Library ms. 21127,17
Metaphysica,2365,9992259680001488,https://resolver.libis.be/IE9523479/representation,Royal Library ms. 21894,17
Physica,2366,9992259682901488,https://resolver.libis.be/IE9523083/representation,Royal Library ms. 21615,17
Physica,2367,9992259740301488,https://resolver.libis.be/IE9527463/representation,Royal Library ms. 21901,17
Physica,2368,9992259742801488,https://resolver.libis.be/IE9526737/representation,Royal Library ms. 21900,17
Physica,2369,9992260073401488,https://resolver.libis.be/IE9528843/representation,Royal Library ms. 21903,17
Logica,2370,9992260297901488,https://resolver.libis.be/IE9530745/representation,Royal Library ms. 21907,17
Physica,2371,998150740101488,https://resolver.libis.be/IE5016031/representation,KU Leuven Libraries BIBC BRES Ms. 235,17
Ethica. Physica,2372,998151430101488,https://resolver.libis.be/IE9923525/representation,KU Leuven Libraries BIBC BRES Ms. 367,17
Logica.,2373,9918340830101488,https://resolver.libis.be/IE5115254/representation,KU Leuven Libraries BIBC BRES Ms. 310,17
Physica,2374,9922526250101488,https://resolver.libis.be/IE9612403/representation,KU Leuven Libraries BIBC BRES Ms. 322,17
Physica,2375,9922906810101488,https://resolver.libis.be/IE9611362/representation,KU Leuven Libraries BIBC BRES Ms. 321,17
Physica,2376,9932490870101488,https://resolver.libis.be/IE9601411/representation,KU Leuven Libraries BIBC BRES Ms. 300,17
Physica,2377,9974819880101488,https://resolver.libis.be/IE9599695/representation,KU Leuven Libraries BIBC BRES Ms. 299,17
Physica.,2378,9979902360101488,https://resolver.libis.be/IE9586277/representation,KU Leuven Libraries BIBC BRES Ms. 271,17
Physica,2379,9979974500101488,https://resolver.libis.be/IE9585713/representation,KU Leuven Libraries BIBC BRES Ms. 282,17
Physica,2380,9979975230101488,https://resolver.libis.be/IE9587615/representation,KU Leuven Libraries BIBC BRES Ms. 283,17
Metaphysica.,2381,9979979380101488,https://resolver.libis.be/IE9588587/representation,KU Leuven Libraries BIBC BRES Ms. 287,17
Physica,2382,9979980370101488,https://resolver.libis.be/IE9589349/representation,KU Leuven Libraries BIBC BRES Ms. 288,17
Physica,2383,9979991410101488,https://resolver.libis.be/IE9591155/representation,KU Leuven Libraries BIBC BRES Ms. 290,17
Physica,2384,9979994270101488,https://resolver.libis.be/IE9594235/representation,KU Leuven Libraries BIBC BRES Ms. 291,17
Physica,2385,9979996150101488,https://resolver.libis.be/IE9594871/representation,KU Leuven Libraries BIBC BRES Ms. 292,17
Physica,2386,9980008520101488,https://resolver.libis.be/IE9595675/representation,KU Leuven Libraries BIBC BRES Ms. 294,17
Physica,2387,9980010920101488,https://resolver.libis.be/IE9596569/representation,KU Leuven Libraries BIBC BRES Ms. 295,17
Physica,2388,9980013690101488,https://resolver.libis.be/IE9597157/representation,KU Leuven Libraries BIBC BRES Ms. 296,17
Physica,2389,9980015510101488,https://resolver.libis.be/IE9597475/representation,KU Leuven Libraries BIBC BRES Ms. 297,17
Physica,2390,9980025940101488,https://resolver.libis.be/IE9598423/representation,KU Leuven Libraries BIBC BRES Ms. 298,17
Physica,2391,9980047390101488,https://resolver.libis.be/IE9603382/representation,KU Leuven Libraries BIBC BRES Ms. 302,17
Rhetorica.,2392,9980062350101488,https://resolver.libis.be/IE9602641/representation,KU Leuven Libraries BIBC BRES Ms. 305,17
Compendium chirurgiae.,2393,9980073640101488,https://resolver.libis.be/IE9604864/representation,KU Leuven Libraries BIBC BRES Ms. 306,17
Physiologia cum quæstionibus.,2394,9980078320101488,https://resolver.libis.be/IE9605872/representation,KU Leuven Libraries BIBC BRES Ms. 307,17
Physica,2395,9980112510101488,https://resolver.libis.be/IE9607222/representation,KU Leuven Libraries BIBC BRES Ms. 313,17
Physica,2396,9980116750101488,https://resolver.libis.be/IE9608968/representation,KU Leuven Libraries BIBC BRES Ms. 314,17
Physica,2397,9980119940101488,https://resolver.libis.be/IE9608362/representation,KU Leuven Libraries BIBC BRES Ms. 315,17
Ethica,2398,9980130210101488,https://resolver.libis.be/IE9610114/representation,KU Leuven Libraries BIBC BRES Ms. 316,17
Physica,2399,9980133620101488,https://resolver.libis.be/IE9610666/representation,KU Leuven Libraries BIBC BRES Ms. 319,17
Physica,2400,9982425400101488,https://resolver.libis.be/IE5378170/representation,KU Leuven Libraries WBIB WMAG PRECA0001,17
Physica,2401,9982428510101488,https://resolver.libis.be/IE5379818/representation,KU Leuven Libraries WBIB WMAG PRECA0002,17
Physica,2402,9982442420101488,https://resolver.libis.be/IE5380218/representation,KU Leuven Libraries WBIB WMAG PRECA0003,17
Physica,2403,9982443260101488,https://resolver.libis.be/IE5380486/representation,KU Leuven Libraries WBIB WMAG PRECA0004,17
Physica,2404,9982444200101488,https://resolver.libis.be/IE5380958/representation,KU Leuven Libraries WBIB WMAG PRECA0005,17
Physica,2405,9982444800101488,https://resolver.libis.be/IE5381292/representation,KU Leuven Libraries WBIB WMAG PRECA0006,17
Physica,2406,9982445190101488,https://resolver.libis.be/IE5381692/representation,KU Leuven Libraries WBIB WMAG PRECA0007,17
Physica,2407,9982446350101488,https://resolver.libis.be/IE5382074/representation,KU Leuven Libraries WBIB WMAG PRECA0008,17
Physica,2408,9982447290101488,https://resolver.libis.be/IE5382462/representation,KU Leuven Libraries WBIB WMAG PRECA0009,17
Physica,2409,9982448600101488,https://resolver.libis.be/IE5383846/representation,KU Leuven Libraries WBIB WMAG PRECA0010,17
Physica,2410,9982450100101488,https://resolver.libis.be/IE5384666/representation,KU Leuven Libraries WBIB WMAG PRECA0011,17
Physica,2411,9982451950101488,https://resolver.libis.be/IE5386362/representation,KU Leuven Libraries WBIB WMAG PRECA0012,17
Physica,2412,9982453500101488,https://resolver.libis.be/IE5387218/representation,KU Leuven Libraries WBIB WMAG PRECA0013,17
Physica,2413,9982454010101488,https://resolver.libis.be/IE5388056/representation,KU Leuven Libraries WBIB WMAG PRECA0014,17
Physica,2414,9982460260101488,https://resolver.libis.be/IE5388564/representation,KU Leuven Libraries WBIB WMAG PRECA0015,17
Physica,2415,9982461000101488,https://resolver.libis.be/IE5389630/representation,KU Leuven Libraries WBIB WMAG PRECA0016,17
Physica,2416,9982462360101488,https://resolver.libis.be/IE5390936/representation,KU Leuven Libraries WBIB WMAG PRECA0017,17
Logica,2417,9982465140101488,https://resolver.libis.be/IE5396752/representation,KU Leuven Libraries WBIB WMAG PRECA0018,17
Physica,2418,9982466190101488,https://resolver.libis.be/IE5392140/representation,KU Leuven Libraries WBIB WMAG PRECA0019,17
Physica,2419,9982467090101488,https://resolver.libis.be/IE5392930/representation,KU Leuven Libraries WBIB WMAG PRECA0020,17
Physica,2420,9982468040101488,https://resolver.libis.be/IE5394158/representation,KU Leuven Libraries WBIB WMAG PRECA0021,17
Physica,2421,9982481200101488,https://resolver.libis.be/IE5394948/representation,KU Leuven Libraries WBIB WMAG PRECA0022,17
Physica,2422,9982483310101488,https://resolver.libis.be/IE9614407/representation,KU Leuven Libraries WBIB WMAG PRECA0023,17
Physica,2423,9982485500101488,https://resolver.libis.be/IE9617557/representation,KU Leuven Libraries WBIB WMAG PRECA0025,17
Physica. Metaphysica.,2424,9982488970101488,https://resolver.libis.be/IE9616405/representation,KU Leuven Libraries WBIB WMAG PRECA0024,17
Physica,2425,9983530360101488,https://resolver.libis.be/IE9619105/representation,KU Leuven Libraries GBIB GBIB PM0480,17
Logica.,2426,9988018010101488,https://resolver.libis.be/IE9535003/representation,Museum M H/16/W,17
Physica,2427,9991877810101488,https://resolver.libis.be/IE9918916/representation,KU Leuven Libraries BIBC BRES Ms. 365,17
Logica,2428,9992136783701488,https://resolver.libis.be/IE5404242/representation,Archives de l'Université catholique de Louvain ms. C185,17
Logica,2429,9992136788601488,https://resolver.libis.be/IE5403932/representation,Archives de l'Université catholique de Louvain ms. C184,17
Logica,2430,9992136793201488,https://resolver.libis.be/IE5404558/representation,Archives de l'Université catholique de Louvain ms. C183,17
Metaphysica,2431,9992139606701488,https://resolver.libis.be/IE9924461/representation,KU Leuven Libraries BIBC BRES Ms. 368,17
Physica,2432,9992140333701488,https://resolver.libis.be/IE9882223/representation,Archives de l'Université catholique de Louvain ms. C90,17
Major figura,2433,9992149101701488,https://resolver.libis.be/IE5405834/representation,Archives de l'Université catholique de Louvain ms. C180,17
Physica,2434,9992149178901488,https://resolver.libis.be/IE5408582/representation,Archives de l'Université catholique de Louvain ms. C189,17
Physica,2435,9992149181501488,https://resolver.libis.be/IE5407702/representation,Archives de l'Université catholique de Louvain ms. C188,17
Metaphysica,2436,9992149184401488,https://resolver.libis.be/IE5406960/representation,Archives de l'Université catholique de Louvain ms. C187,17
Physica,2437,9992149185101488,https://resolver.libis.be/IE5406908/representation,Archives de l'Université catholique de Louvain ms. C186,17
Physica,2438,9992149185601488,https://resolver.libis.be/IE5406448/representation,Archives de l'Université catholique de Louvain ms. C182,17
Grammatica,2439,9992149186001488,https://resolver.libis.be/IE5405940/representation,Archives de l'Université catholique de Louvain ms. C181,17
Physica. Metaphysica,2440,9992195577201488,https://resolver.libis.be/IE6826432/representation,Royal Library ms. II 106,17
Physica,2441,9992196166601488,https://resolver.libis.be/IE6814308/representation,Royal Library ms. II 730,17
Physica,2442,9992196173301488,https://resolver.libis.be/IE6813234/representation,Royal Library ms. II 252,17
Commentaria in quinque libros decretalium Gregorii noni,2443,9992196247601488,https://resolver.libis.be/IE9926418/representation,KU Leuven Libraries BIBC BRES Ms. 372,17
Metaphysica,2444,9992196258101488,https://resolver.libis.be/IE6746524/representation,Royal Library ms. II 829/1,17
Tractatus rhetoricae,2445,9992196273001488,https://resolver.libis.be/IE6756100/representation,Royal Library ms. II 741,17
Logica,2446,9992198301301488,https://resolver.libis.be/IE6751180/representation,Royal Library ms. II 1249,17
Physica,2447,9992198353501488,https://resolver.libis.be/IE6757318/representation,Royal Library ms. II 2778,17
Dialectica,2448,9992198378801488,https://resolver.libis.be/IE6754312/representation,Royal Library ms. II 2119,17
Physica,2449,9992198692501488,https://resolver.libis.be/IE6757978/representation,Royal Library ms. II 2942,17
Physica,2450,9992198705001488,https://resolver.libis.be/IE6761806/representation,Royal Library ms. II 2941,17
Logica,2451,9992199287501488,https://resolver.libis.be/IE6760720/representation,Royal Library ms. II 2974,17
Physica,2452,9992199300001488,https://resolver.libis.be/IE6759028/representation,Royal Library ms. II 2973,17
Physica,2453,9992199376001488,https://resolver.libis.be/IE6765536/representation,Royal Library ms. II 3086,17
Physica,2454,9992199378401488,https://resolver.libis.be/IE6763612/representation,Royal Library ms. II 3083,17
Physica,2455,9992199492601488,https://resolver.libis.be/IE6764602/representation,Royal Library ms. II 3077,17
Physica,2456,9992199509901488,https://resolver.libis.be/IE6759682/representation,Royal Library ms. II 3040,17
Physica,2457,9992199801401488,https://resolver.libis.be/IE6765292/representation,Royal Library ms. II 3088,17
Physica,2458,9992199802601488,https://resolver.libis.be/IE6763210/representation,Royal Library ms. II 3080,17
Physica,2459,9992204399801488,https://resolver.libis.be/IE6775984/representation,Royal Library ms. II 3109,17
Physica,2460,9992206995201488,https://resolver.libis.be/IE9152377/representation,copy from private collection,17
Logica,2461,9992207004501488,https://resolver.libis.be/IE9151045/representation,copy from private collection,17
Physica,2462,9992207005101488,https://resolver.libis.be/IE9150013/representation,copy from private collection,17
Dialectica,2463,9992207564801488,https://resolver.libis.be/IE8839186/representation,Royal Library ms. II 3212,17
Physica,2464,9992219566501488,https://resolver.libis.be/IE8840266/representation,Royal Library ms. II 3214,17
Logica,2465,9992274990501488,https://resolver.libis.be/IE9859513/representation,Royal Library ms. II 3078,17
Metaphysica,2466,9992275076501488,https://resolver.libis.be/IE9869236/representation,Royal Library ms. II 3079,17
Physica,2467,9992276575601488,https://resolver.libis.be/IE9886399/representation,Royal Library ms. III 1184,17
Physica,2468,9992276579101488,https://resolver.libis.be/IE9885895/representation,Royal Library ms. III 1182,17
Physica,2469,9992276681901488,https://resolver.libis.be/IE9884923/representation,Royal Library ms. III 1179,17
Logica,2470,9992276739201488,https://resolver.libis.be/IE9887269/representation,Royal Library ms. III 1361,17
Metaphysica. Physica,2471,9977348230101488,https://resolver.libis.be/IE10715063/representation,KU Leuven Libraries BIBC BRES Ms.228,17
Logica.,2472,9977402560101488,https://resolver.libis.be/IE10707743/representation,KU Leuven Libraries BIBC BRES Ms.204,17
Logica,2473,9977403690101488,https://resolver.libis.be/IE10708619/representation,KU Leuven Libraries BIBC BRES Ms.205,17
Logica,2474,9977413430101488,https://resolver.libis.be/IE10709603/representation,KU Leuven Libraries BIBC BRES Ms.206,17
Physica,2475,9977438160101488,https://resolver.libis.be/IE10712513/representation,KU Leuven Libraries BIBC BRES Ms.210,17
Logica,2476,9977438360101488,https://resolver.libis.be/IE10711823/representation,KU Leuven Libraries BIBC BRES Ms.209,17
Logica,2477,9977504050101488,https://resolver.libis.be/IE10579537/representation,KU Leuven Libraries BIBC BRES Ms.237,17
Physica,2478,9977567710101488,https://resolver.libis.be/IE10710203/representation,KU Leuven Libraries BIBC BRES Ms.207,17
Logica.,2479,9977689530101488,https://resolver.libis.be/IE10580587/representation,KU Leuven Libraries BIBC BRES Ms.249,17
Physica,2480,9977710810101488,https://resolver.libis.be/IE10710643/representation,KU Leuven Libraries BIBC BRES Ms.208,17
Physica. Metaphysica,2481,9978977230101488,https://resolver.libis.be/IE10582812/representation,KU Leuven Libraries BIBC BRES Ms.261,17
Physica,2482,9980094080101488,https://resolver.libis.be/IE10591683/representation,KU Leuven Libraries BIBC BRES Ms.308,17
Physica,2483,9981118750101488,https://resolver.libis.be/IE10713323/representation,KU Leuven Libraries BIBC BRES Ms.226,17
"Dictata  Ledrou, Farvacques et Huygens",2484,9992255099201488,https://resolver.libis.be/IE9927593/representation,KU Leuven Libraries BIBC BRES Ms. 373,17
Logica et Metaphysica,2485,9992260279201488,https://resolver.libis.be/IE9536275/representation,Royal Library ms. 21910,17
Physica,2486,9992260790201488,https://resolver.libis.be/IE9541423/representation,Royal Library ms. 21917,17
Physica,2487,9992260794101488,https://resolver.libis.be/IE9540811/representation,Royal Library ms. 21916,17
Logica,2488,9992260798501488,https://resolver.libis.be/IE9540253/representation,Royal Library ms. 21915,17
Physica,2489,9992260801001488,https://resolver.libis.be/IE9539191/representation,Royal Library ms. 21913,17
Physica,2490,9992260904601488,https://resolver.libis.be/IE9538309/representation,Royal Library ms. 21912,17
Metaphysica. Physica,2491,9992260909301488,https://resolver.libis.be/IE9537781/representation,Royal Library ms. 21911,17
Metaphysica,2492,9992265092101488,https://resolver.libis.be/IE9926333/representation,KU Leuven Libraries BIBC BRES Ms. 371,17
Physica,2493,9992265095501488,https://resolver.libis.be/IE9926267/representation,KU Leuven Libraries BIBC BRES Ms. 370,17
Physica,2494,9992265202401488,https://resolver.libis.be/IE9925385/representation,KU Leuven Libraries BIBC BRES Ms. 369,17
Physica,2495,9992270688501488,https://resolver.libis.be/IE9669825/representation,Royal Library ms. 21918,17
Physica,2496,9992271601801488,https://resolver.libis.be/IE9671787/representation,Royal Library ms. 21924,17
Physica,2497,9992271603901488,https://resolver.libis.be/IE9670251/representation,Royal Library ms. 21923,17
Physica,2498,9992271890801488,https://resolver.libis.be/IE9673787/representation,Royal Library ms. 21926,17
Physica,2499,9992271895301488,https://resolver.libis.be/IE9672743/representation,Royal Library ms. 21925,17
Physica,2500,9992272707601488,https://resolver.libis.be/IE9674201/representation,Royal Library ms. 21927,17
Logica. Ethica,2501,9992272987701488,https://resolver.libis.be/IE9678205/representation,Royal Library ms. 21930,17
Physica,2502,9992272991501488,https://resolver.libis.be/IE9677515/representation,Royal Library ms. 21929,17
Physica,2503,9992272998501488,https://resolver.libis.be/IE9676303/representation,Royal Library ms. 21928,17
Physica,2504,9992273290201488,https://resolver.libis.be/IE9680125/representation,Royal Library ms. 21933,17
Logica,2505,9992274354001488,https://resolver.libis.be/IE9806900/representation,Royal Library ms. 22031,17
Physica,2506,9992274362101488,https://resolver.libis.be/IE9799080/representation,Royal Library ms. 21936,17
Physica,2507,9992274371401488,https://resolver.libis.be/IE9721629/representation,Royal Library ms. 21935,17
Rhetorica,2508,9992274373801488,https://resolver.libis.be/IE9718737/representation,Royal Library ms. 21934,17
Physica,2509,9992274409201488,https://resolver.libis.be/IE9679441/representation,Royal Library ms. 21931,17
Logica,2510,9992274445301488,https://resolver.libis.be/IE9829807/representation,Royal Library ms. 2929,17
Logica,2511,9992274448601488,https://resolver.libis.be/IE9821427/representation,Royal Library ms. 22042,17
Logica,2512,9992274455601488,https://resolver.libis.be/IE9813565/representation,Royal Library ms. 22039,17
Logica,2513,9992275208101488,https://resolver.libis.be/IE9839905/representation,Royal Library ms. II 1562,17
Metaphysica,2514,9992276573901488,https://resolver.libis.be/IE9886453/representation,Royal Library ms. III 1185,17
Physica,2515,9992276576501488,https://resolver.libis.be/IE9886033/representation,Royal Library ms. III 1183,17
Physica,2516,9992276677401488,https://resolver.libis.be/IE9885649/representation,Royal Library ms. III 1181,17
Physica,2517,9992276679901488,https://resolver.libis.be/IE9885319/representation,Royal Library ms. III 1180,17
Logica,2518,9992276735001488,https://resolver.libis.be/IE9890924/representation,Royal Library ms. III 2032,17
Metaphysica,2519,9992276749601488,https://resolver.libis.be/IE9886711/representation,Royal Library ms. III 1186/1,17
Logica,2520,9992282003601488,https://resolver.libis.be/IE9898939/representation,Royal Library ms.18373-18374,17
Ethica. Physica,2521,9992337086601488,https://resolver.libis.be/IE10717523/representation,KU Leuven Libraries BIBC BRES Ms.375,17
Physica,2522,9992345588901488,https://resolver.libis.be/IE10718189/representation,KU Leuven Libraries BIBC BRES Ms.376,17
Physica,2523,9992390707301488,https://resolver.libis.be/IE15346288/representation,KU Leuven Libraries BCOL BRES ms.377,17
Physica,2524,9992408054301488,https://resolver.libis.be/IE15346324/representation,KU Leuven Libraries BCOL BRES ms.378,17
Logica,2525,9992423306701488,https://resolver.libis.be/IE15347422/representation,KU Leuven Libraries BCOL BRES ms.379,17
Physica et Metaphysica,2526,9992467506901488,https://resolver.libis.be/IE15348861/representation,KU Leuven Libraries BCOL BRES ms.380,17
Logica,2527,9992475809401488,https://resolver.libis.be/IE15351984/representation,KU Leuven Libraries BCOL BRES ms.381,17
In iuris canonici Quinque institutionum libros,2528,9992549499201488,https://resolver.libis.be/IE14631605/representation,Royal Library ms.4133,17
Institutiones iuris canonici,2529,9992549879801488,https://resolver.libis.be/IE14636278/representation,Royal Library ms.14557,17
Institutiones iuris canonici,2530,9992549884401488,https://resolver.libis.be/IE14634228/representation,Royal Library ms.11914,17
Roberti Bellarmini. Tractatus de iustitia. Tractatus de pensionibus,2531,9992549892801488,https://resolver.libis.be/IE14628761/representation,Royal Library ms.2156,17
"Commentarii Doctissimi  Viri, Patris Leonardi Lesii, in quæstione 57a 2a 2a Doctoris Angelici D. Thomæ, de iustitia et iure",2532,9992550090001488,https://resolver.libis.be/IE14641865/representation,Royal Library ms.945,17
Commentarii varii in Scripturam Sacram,2533,9992551509201488,https://resolver.libis.be/IE14648013/representation,Royal Library ms.3328-31,17
Commentarii in Novum Testamentum,2534,9992552106201488,https://resolver.libis.be/IE14644777/representation,Royal Library ms.20897-98,17
Commentarius in secundam secundae Divi Thomae,2535,9992552206501488,https://resolver.libis.be/IE14643497/representation,Royal Library ms.3515,17
Commentaria in libros decretalium,2536,9992553310301488,https://resolver.libis.be/IE14646981/representation,Royal Library ms.22153,17
"Encomiastica Vitae Divinae Ode virginis descriptio, cum aliis opusculis",2537,9992560289301488,https://resolver.libis.be/IE14773064/representation,Royal Library ms.8471-8475,17
Physica,2538,9992560779401488,https://resolver.libis.be/IE15353250/representation,KU Leuven Libraries BCOL BRES ms.382,17
Commentarii iuris canonici,2539,9992560883901488,https://resolver.libis.be/IE14771102/representation,Royal Library ms.5794,17
Physica,2540,9992565509601488,https://resolver.libis.be/IE15354636/representation,KU Leuven Libraries BCOL BRES ms.384,17
Physica,2541,9992573109501488,https://resolver.libis.be/IE15354000/representation,KU Leuven Libraries BCOL BRES ms.383,17
