"RecordID";"name";"role"
"9979960350101488";"Lipsius, Justus";"author"
"9979960350101488";"Puteanus, Erycius";"author"
"9979960350101488";"Paz, Franciscus";"dedicatee"
"9979960350101488";"Van den Wouwer, Jan";"dedicatee"
"9979961060101488";"Gevaerts, Jan Gaspard";"eulogist"
"9979961060101488";"de Villela, Juan";"dedicatee"
"9979961140101488";"Felipe";"dedicatee"
"9979961390101488";"Puteanus, Erycius";"author"
"9979961390101488";"Paris, Julius";"author"
"9979961390101488";"Ghilini, Ottaviano";"dedicatee"
"9979961730101488";"Puteanus, Erycius";"editor"
"9979961730101488";"Peckius, Petrus";"dedicatee"
"9979961730101488";"Scaliger, Josephus Justus";"eulogist"
"9979963110101488";"Chiffletius, Claudius";"author"
"9979963110101488";"Puteanus, Erycius";"author"
"9979963110101488";"de la Cueva, Alfonso";"dedicatee"
"9979963110101488";"de Godoy, Ioannes Nunes";"dedicatee"
"9979963110101488";"Lipsius, Justus";"other"
"9979963110101488";"Chifflet, Jules";"other"
"9979964160101488";"Felipe";"dedicatee"
"9979964160101488";"Ramírez de Prado, Lorenzo";"dedicatee"
"9979965510101488";"Lipsius, Justus";"dedicatee"
"9979965920101488";"Puteanus, Erycius";"author"
"9979965920101488";"Boethius, Anicius Manlius Severinus";"author"
"9979965920101488";"Paz, Franciscus";"dedicatee"
"9979966620101488";"Puteanus, Erycius";"author"
"9979966620101488";"Lipsius, Justus";"author"
"9979966620101488";"E.M.F.L.";"translator"
"9979966620101488";"Paz, Franciscus";"addressee"
"9979967230101488";"Grégoire, Pierre";"contributor"
"9979967230101488";"Rolandus, Jacobus";"dedicatee"
"9979967650101488";"Leemput, Joannes Hubertus Josephus";"editor"
"9979967650101488";"Tackoen, Godefridus Gaspar";"dedicatee"
"9979974000101488";"Puteanus, Erycius";"other"
"9979974170101488";"Alexander";"dedicatee"
"9979974170101488";"Milserus, Xystus Antonius";"editor"
"9979974170101488";"Le Roy, Albertus";"other"
"9979974170101488";"Douche, Antonius";"eulogist"
"9979974170101488";"Mailliart, C.P.H.";"eulogist"
"9979974170101488";"Chigi, Flavio";"dedicatee"
"9979974170101488";"Chigi, Mario";"dedicatee"
"9979974170101488";"Chigi, Agostino";"dedicatee"
"9979974170101488";"Chigi, Sigismondo";"dedicatee"
"9979983000101488";"Heinrich Julius";"dedicatee"
"9979983030101488";"Meibom, Heinrich";"editor"
"9979983030101488";"Petreus, Heinrich";"contributor"
"9979983140101488";"Meibom, Heinrich";"editor"
"9979983290101488";"Meibom, Heinrich";"editor"
"9979983540101488";"Puteanus, Erycius";"author"
"9979983540101488";"Alciatus, Andreas";"author"
"9979983540101488";"Filips Willem";"dedicatee"
"9979984120101488";"Sadeler, Raphäel";"engraver"
"9979984120101488";"Putsius, Johannes Jacobus";"dedicatee"
"9979984320101488";"Isabella Clara Eugenia";"dedicatee"
"9979984320101488";"Puteanus, Erycius";"editor"
"9979984320101488";"Caffarelli-Borghese, Scipione";"dedicatee"
"9979985890101488";"Martinez van Waucquier, Matthias";"translator"
"9911214050101488";"Aquila Romanus";"contributor"
"9911217440101488";"Walhorn, Jan";"eulogist"
"9911217440101488";"van Hoensbroeck, Caspar Ulrich";"dedicatee"
"9911253900101488";"Geldorpius, Henricus";"author"
"9911253900101488";"Sonnius, Franciscus";"author"
"9911260570101488";"Cinquarbres, Jean";"editor"
"9911260570101488";"Isaac, Joannes";"editor"
"9911273730101488";"Sebastianus a S. Paulo";"other"
"9911319110101488";"Cuyckius, Henricus";"contributor"
"9911319110101488";"de Marquais, Jacques";"dedicatee"
"9911319570101488";"Morillon, Maximilianus";"dedicatee"
"9911319570101488";"Tiraqueau, André";"contributor"
"9911319820101488";"Hauchin, Joannes";"dedicatee"
"9911328080101488";"Andreas, Valerius";"author"
"9911328080101488";"Gudelinus, Petrus";"author"
"9911330260101488";"Zerneman, Conrad";"editor"
"9911330400101488";"Kirchner, Hermann";"editor"
"9911340480101488";"Isabella Clara Eugenia";"dedicatee"
"9911362680101488";"van Kinschot, Franciscus";"dedicatee"
"9911414140101488";"Maria Elisabeth";"dedicatee"
"9911457260101488";"Innocentius";"dedicatee"
"9911457260101488";"Benedictus";"dedicatee"
"9911457260101488";"de' Medici, Cosimo";"dedicatee"
"9911457260101488";"Innocentius";"dedicatee"
"9911457260101488";"Philippinus, Thomas Antonius";"editor"
"9911457260101488";"Wynants, Guilielmus";"editor"
"9911457260101488";"Dalla Via, Alessandro";"engraver"
"9911457260101488";"Zuliani, Ant.";"engraver"
"9911457260101488";"Sabatini, Giuseppe";"contributor"
"9911457260101488";"Tanari, Sebastiano Antonio";"dedicatee"
"9911457260101488";"Pasqualigo, Zan-Piero";"approbation"
"9911457260101488";"Querni, Franciscus Maria";"dedicatee"
"9911457260101488";"Marefoschi, Prospero";"dedicatee"
"9911457260101488";"Vandersmissen, Michael";"dedicatee"
"9911457260101488";"Rospigliosi, Giacomo";"dedicatee"
"9911457260101488";"Roose, Pieter";"dedicatee"
"9911457260101488";"Farnese, Alessandro";"dedicatee"
"9911457260101488";"Ruzzini, Carlo";"approbation"
"9911457260101488";"Soranzo, Andrea";"approbation"
"9911457260101488";"Pasqualigo, Zan-Piero";"approbation"
"9911457260101488";"Gadaldini, Agostino";"approbation"
"9911457260101488";"Pisani, Alvise";"approbation"
"9911457260101488";"Canal, Antonio";"approbation"
"9911457260101488";"Howard, Philip Thomas";"dedicatee"
"9911457260101488";"van Brouchoven, Jan";"dedicatee"
"9911457260101488";"Le Roy, Albertus";"eulogist"
"9911457260101488";"Huyssens, Joannes";"eulogist"
"9911457260101488";"Désirant, Bernardus Bartholomeus";"writer of preface"
"9911457260101488";"Morosini, Giovanni Francesco";"approbation"
"9911457260101488";"Grimani, Pietro";"approbation"
"9911457260101488";"Thomasius, Joannes Maria";"approbation"
"9911457260101488";"Arents, Antonius";"dedicatee"
"9911457260101488";"Spyliaert, Jacobus";"dedicatee"
"9911457260101488";"von Bayern, Maximilian Heinrich";"dedicatee"
"9911457260101488";"von Bocholtz, Franz Wilhelm";"dedicatee"
"9911467690101488";"Bossuet, Jacques-Bénigne";"contributor"
"9911467690101488";"Regnauldin, Claude";"dedicatee"
"9911467690101488";"D'auvergne, Claudius";"dedicatee"
"9911467690101488";"Tarin, Jean";"eulogist"
"9911467690101488";"Du Monstier, François";"eulogist"
"9911467690101488";"Du Bois, Philippus";"eulogist"
"9911467690101488";"Gassendi, Pierre";"writer of preface"
"9911467690101488";"de Flavigny, Valérien";"approbation"
"9911467690101488";"Du Fresne de Mincé, Elias";"approbation"
"9911467690101488";"Bachelier, H.";"approbation"
"9911467690101488";"Godeau, Antoine";"writer of preface"
"9911467690101488";"de Voisin, Joseph";"approbation"
"9911467690101488";"Jones, John";"writer of preface"
"9911467690101488";"Buxtorf, Johann";"approbation"
"9911467690101488";"Jacobi, Franc.";"approbation"
"9911560350101488";"Góis, Damião de";"author"
"9911560350101488";"Nannius, Petrus";"contributor"
"9911560350101488";"Petrus Martyr Anglerius";"author"
"9911567660101488";"Petri de Brouwershaven, Cunerus";"editor"
"9911569750101488";"Antesignanus, Petrus";"author"
"9911569750101488";"Clenardus, Nicolaus";"author"
"9911569750101488";"Vergara, Francisco";"author"
"9911581510101488";"von Fürstenberg, Friedrich";"dedicatee"
"9911581510101488";"von Fürstenberg, Ferdinand";"dedicatee"
"9911581510101488";"von Fürstenberg, Caspar Dietrich";"dedicatee"
"9911581510101488";"von Fürstenberg, Wilhelm";"dedicatee"
"9911581510101488";"von Fürstenberg, Johann Adolf";"dedicatee"
"9911586630101488";"Gudelinus, Petrus";"author"
"9911586630101488";"Zoesius, Henricus";"author"
"9911590520101488";"Sarazin, Jean";"dedicatee"
"9911590720101488";"Audoenus Ludovicus";"dedicatee"
"9911596850101488";"Melanchthon, Philipp";"contributor"
"9911599370101488";"Vives, Juan Luis";"editor"
"9911599370101488";"Calvus, Joannes";"dedicatee"
"9911599370101488";"Henry";"dedicatee"
"9911600180101488";"Donatus, Tiberius Claudius";"annotator"
"9911600180101488";"Servius, Maurus Honoratus";"annotator"
"9911600180101488";"Fabricius, Georgius";"editor"
"9911600180101488";"Pomponius Laetus, Julius";"contributor"
"9911600180101488";"Beroaldus, Philippus";"contributor"
"9911600180101488";"Hartung, Johann";"contributor"
"9911600180101488";"Barlandus, Adrianus";"contributor"
"9911600180101488";"Willich, Jodocus";"contributor"
"9911600180101488";"Vives, Juan Luis";"contributor"
"9911600180101488";"Fabricius, Georg";"contributor"
"9911600180101488";"Lucius, Ludovicus";"editor"
"9911600180101488";"Eckenstein, Apollinarius";"dedicatee"
"9911600180101488";"Huberus, Johannes Jacobus";"dedicatee"
"9911600180101488";"Huberus, Johannes Wernerus";"dedicatee"
"9911600180101488";"Huberus, Johannes Rodolphus";"dedicatee"
"9911601460101488";"Varennius, Joannes";"author"
"9911601460101488";"Moschopoulos, Manuel";"author"
"9911601460101488";"Amerotius, Adrianus";"compiler"
"9911601460101488";"Holsterus, Gaspar";"editor"
"9911602370101488";"Nannius, Petrus";"editor"
"9911687790101488";"Vanden Elsken, Jean Joseph";"dedicatee"
"9911719080101488";"Huygens, Gommarus";"thesis advisor"
"9911720580101488";"Steyaert, Martinus";"contributor"
"9911721950101488";"Van Limborch, Guilielmus.";"eulogist"
"9911721950101488";"Willemart, Henricus";"eulogist"
"9911727590101488";"Zaccaria, Francesco Antonio";"editor"
"99598720101488";"Pius";"dedicatee"
"99598720101488";"Maximilian";"dedicatee"
"99598720101488";"Johann";"dedicatee"
"99598720101488";"Albrecht";"dedicatee"
"99598720101488";"Wilhelm";"dedicatee"
"99598720101488";"Macherentinus, Petrus Damianus";"eulogist"
"99598720101488";"Pisano, Alfonso";"approbation"
"99598720101488";"Brendel von Homburg, Daniel";"dedicatee"
"99598720101488";"Truchsess von Waldburg, Otto";"dedicatee"
"99598720101488";"von Wied, Friedrich";"dedicatee"
"99598720101488";"von Bayern, Ernst";"dedicatee"
"99602150101488";"Rosaspina, Francesco";"engraver"
"99604520101488";"Laurentius, Johannes";"editor"
"99604520101488";"Vinnius, Arnoldus";"annotator"
"99616470101488";"Caramuel de Lobkowitz, Juan";"author"
"99616470101488";"Puteanus, Erycius";"author"
"99616470101488";"Puteanus, Justus Caecilius";"editor"
"99616480101488";"De Conde, Joannes Baptista";"other"
"99616490101488";"Lipsius, Justus";"contributor"
"99616490101488";"Velascius, Ignicus";"other"
"99616510101488";"Lipsius, Justus";"other"
"99616530101488";"De Mendoça y Cespedes, Francisco";"translator"
"99616530101488";"Puteanus, Erycius";"editor"
"99616780101488";"Chacon, Pedro";"annotator"
"99616780101488";"Van Putschen, Elias";"editor"
"99616860101488";"Lipsius, Justus";"other"
"99616910101488";"Bongars, Jacques";"dedicatee"
"99616910101488";"Colerus, Christophorus";"other"
"99617290101488";"Chytraeus, Nathan";"other"
"99617840101488";"Whitaker, William";"other"
"99617840101488";"Wierix, Antonius";"other"
"99619340101488";"Réga, Henri Joseph";"collection from"
"99619410101488";"van Dieven, Guilielmus Antonius";"collection from"
"99620730101488";"Oberhauser, Benedictus";"other"
"99621290101488";"Andreas, Valerius";"other"
"99622800101488";"Karl";"approbation"
"99622800101488";"von Schönborn, Fridlar";"approbation"
"99622800101488";"Hayek von Waldstätten, Johann Siegmund";"approbation"
"99622800101488";"Neuman, Joannes";"approbation"
"99623080101488";"Carrion, Ludovicus";"contributor"
"99623080101488";"Stadius, Joannes";"annotator"
"99623080101488";"Valerius, Cornelius";"contributor"
"99623080101488";"van Leeuwen, Albert";"contributor"
"99624250101488";"Antonius Senensis";"compiler"
"99624250101488";"Cavalli, Serafino";"dedicatee"
"99624360101488";"Streyters, Arnoldus";"dedicatee"
"99631920101488";"Cranevelt, Franciscus";"contributor"
"99631920101488";"Oporinus, Joannes";"contributor"
"99632000101488";"Sesoni, Francesco";"engraver"
"99632000101488";"Perotti, Gennaro";"dedicatee"
"99632050101488";"Andreas, Valerius";"editor"
"99632050101488";"Snyers, Joannes";"dedicatee"
"99632050101488";"Dupont, Jacques";"approbation"
"99632050101488";"van Diepenbeeck, Abraham";"illustrator"
"99632050101488";"Clouwet, Peter";"engraver"
"99632100101488";"Charles";"dedicatee"
"99704870101488";"Vander Burch, Henricus Franciscus";"dedicatee"
"99705070101488";"Fromondus, Eustachius";"collaborator"
"99705070101488";"Maximilian Heinrich";"dedicatee"
"99749620101488";"Vineanus, Joannes";"dedicatee"
"99749620101488";"Dorpius, Martinus";"dedicatee"
"99749620101488";"Crucius, Levinus";"contributor"
"99749620101488";"Braets, Balduinus";"dedicatee"
"99749620101488";"Haloinus, Georgius";"dedicatee"
"99749620101488";"Laetus, Jodocus";"dedicatee"
"99749620101488";"Molinus, Joannes";"dedicatee"
"99971680101488";"Motta, Petrus";"annotator"
"99971680101488";"Ramirez, Joannes";"editor"
"99972120101488";"Justiniano, Juan";"translator"
"99972120101488";"Ramírez, Salvador Fernández";"editor"
"99972240101488";"De Gonzalo, Juan";"translator"
"99976000101488";"Calenus, Henricus";"dedicatee"
"99976000101488";"Jegher, Jean-Christophe";"illustrator"
"99976090101488";"van Sichem, Christoffel";"engraver"
"99976270101488";"Justinianus";"other"
"99976270101488";"Fromondus, Libertus";"censor"
"99976270101488";"Dupont, Jacques";"censor"
"99976450101488";"George van Egmond";"dedicatee"
"99976450101488";"Philip van Egmond";"dedicatee"
"99976450101488";"Maximiliaan van Egmond";"dedicatee"
"99976450101488";"Geldenhauer, Gerard";"contributor"
"99976450101488";"Cordatus, Hadrianus";"eulogist"
"99976450101488";"Borsalus, Joannes Becar";"dedicatee"
"99981670101488";"Domenichi, Lodovico";"translator"
"991084260101488";"Isabella Clara Eugenia";"dedicatee"
"991084260101488";"Gevaerts, Jan Gaspard";"contributor"
"991084260101488";"Puteanus, Justus Caecilius";"eulogist"
"991084260101488";"Puteanus, Faustus Silvius";"eulogist"
"991167240101488";"Guyaux, Joannes Josephus";"approbation"
"991167240101488";"Jacobi, Franc.";"approbation"
"991167240101488";"Vanden Cruyce, E.P.";"approbation"
"991207920101488";"Alexander";"contributor"
"991207920101488";"Ives de Paris";"contributor"
"991207920101488";"Ferdinand";"dedicatee"
"991207920101488";"Maximilian";"dedicatee"
"991207920101488";"Loemans, Arnold";"engraver"
"991207920101488";"Puteanus, Erycius";"contributor"
"991207920101488";"Capiferreus, Franciscus Magdalenus";"contributor"
"991207920101488";"Meelbaum, Jacob";"eulogist"
"991207920101488";"Biessen, Hubert";"eulogist"
"991207920101488";"Wambold von Umstadt, Anselm Kasimir";"dedicatee"
"991207920101488";"von Bayern, Ferdinand";"dedicatee"
"991207920101488";"Von Sötern, Philipp Christoph";"dedicatee"
"991218390101488";"Perrenot de Granvelle, Antoine";"dedicatee"
"991225180101488";"Roersch, Alphonse";"editor"
"991235390101488";"Ferdinand";"dedicatee"
"991235390101488";"Estrix, Gaspar";"approbation"
"991276770101488";"Paquot, Jean-Noël";"editor"
"991276790101488";"Andreas, Valerius";"editor"
"991290240101488";"Guenther, Johann";"translator"
"991311620101488";"Becker, Charles";"illustrator"
"991312480101488";"Cuvelier, Michel";"translator"
"991312580101488";"Le Roy, Albertus";"editor"
"991312580101488";"Quellinus, Erasmus";"engraver"
"991312580101488";"Voet, Arnout.";"engraver"
"991326880101488";"Nelis, Cornelis Franciscus";"editor"
"991326880101488";"Viglius Zuichemus ab Aytta";"addressee"
"991329980101488";"Acontius, Jacobus";"author"
"991329980101488";"Crocius, Ludovicus";"author"
"991329980101488";"Heurnius, Joannes";"author"
"991329980101488";"Lipsius, Justus";"author"
"991329980101488";"Mommerius, Aegidius";"author"
"991329980101488";"Vossius, Gerardus Joannes";"author"
"991329980101488";"Vulteius, Hermannus";"author"
"991329980101488";"Walaeus, Antonius";"author"
"991331290101488";"Ausonius, Decimus Magnus";"contributor"
"991331290101488";"Lipsius, Justus";"contributor"
"991331290101488";"Rivinus, Andreas";"annotator"
"991388590101488";"Platina, Bartolomeo";"author"
"991388590101488";"Panvinio, Onofrio";"author"
"991388590101488";"Johann";"dedicatee"
"991388760101488";"Paulus";"author"
"991388760101488";"Iulius";"author"
"991388760101488";"Pius";"author"
"991388760101488";"Fontidonius, Petrus";"contributor"
"991388760101488";"Pole, Reginald";"contributor"
"991389920101488";"Perrenot de Granvelle, Antoine";"dedicatee"
"991405410101488";"Alexander Aphrodisiensis";"contributor"
"991405410101488";"Aristoteles";"author"
"991405410101488";"Cornarius, Janus";"contributor"
"991405410101488";"Hippocrates";"author"
"991405410101488";"Poliziano, Angelo";"contributor"
"991405410101488";"Zimara, Marco Antonio";"contributor"
"991410060101488";"Lauro, Pietro";"translator"
"991414410101488";"Gudelinus, Petrus";"author"
"991414410101488";"Baeckx van Baerlandt, Adrianus";"contributor"
"991414410101488";"Van Daelhem, Melchior";"contributor"
"991414410101488";"De Proest, Adrianus";"author"
"991414410101488";"Gudelinus, Petrus Paulus";"editor"
"991414410101488";"Gudelinus, Philippus";"editor"
"991414410101488";"Mercerus, Guilielmus";"author"
"991414410101488";"Puteanus, Erycius";"contributor"
"991414410101488";"Vanden Perre, Michael";"contributor"
"991414410101488";"Wittebort, Maximilian";"contributor"
"991414530101488";"Favre, Antoine";"collaborator"
"991414530101488";"Valdor, Johannes";"illustrator"
"991414530101488";"Weyms, Étienne";"editor"
"991414530101488";"Weyms, I.";"eulogist"
"991414530101488";"Fabricius, Gulielmus";"approbation"
"993801830101488";"Borromeo, Federico";"eulogist"
"993801830101488";"van Assche, Justinus";"contributor"
"993801830101488";"Boner, Matthias";"contributor"
"993801830101488";"Piotrkowczyk, Andrzej";"contributor"
"993801830101488";"de Bourgogne, Nicolas";"contributor"
"993801830101488";"van de Casteele, Peeter";"contributor"
"993811360101488";"Gemma Frisius, Reinerus";"author"
"993811360101488";"Schonerus, Joannes";"author"
"993812600101488";"Peletier, Jacques";"annotator"
"993817900101488";"Vives, Juan Luis";"author"
"993817900101488";"Isocrates.";"author"
"993818200101488";"De Astudillo, Diego";"translator"
"993818200101488";"Plutarchus Chaeronensis";"author"
"993818200101488";"Vives, Juan Luis";"author"
"993869780101488";"Westerhovius, Arnoldus Henricus";"editor"
"993869780101488";"Lomeier, Johannes";"eulogist"
"993869780101488";"Van Broekhuizen, Jan";"eulogist"
"993869780101488";"Van Hoogstraten, David";"eulogist"
"993869780101488";"Moonen, Arnold";"eulogist"
"993869780101488";"Vollenhove, Johannes";"eulogist"
"993869780101488";"Withof, Johann Hildebrand";"eulogist"
"994082440101488";"Madruzzo, Cristoforo";"dedicatee"
"994082440101488";"Madruzzo, Ludovico";"dedicatee"
"994082440101488";"Molanus, Johannes";"censor"
"994082440101488";"Felipe";"approbation"
"994082440101488";"Blyleven, Jacobus";"approbation"
"994376830101488";"Gurnez, Joannes Antonius";"eulogist"
"994389550101488";"Cuyckius, Henricus";"writer of preface"
"994389550101488";"Fabricius, Gulielmus";"approbation"
"994389550101488";"d'Enghien";"approbation"
"994389550101488";"de Berti, T.";"approbation"
"994389550101488";"Hovius, Matthias";"dedicatee"
"994423630101488";"Ragazzoni, Girolamo";"author"
"994461160101488";"Gregorius";"other"
"994489240101488";"Paquot, Jean-Noël";"editor"
"994489240101488";"Cuyckius, Henricus";"contributor"
"994489240101488";"de Marquais, Jacques";"dedicatee"
"994489240101488";"Petri de Brouwershaven, Cunerus";"dedicatee"
"994489240101488";"Petrus, Bartholomaeus";"approbation"
"994489240101488";"Estius, Wilhelm";"approbation"
"994489240101488";"Gozæus, Thomas";"approbation"
"994489240101488";"Guyaux, Joannes Josephus";"approbation"
"994489240101488";"Jacobi, Franc.";"approbation"
"994500940101488";"Van Ortroy, Fernand";"editor"
"994500940101488";"Mercator, Gerard";"addressee"
"994500940101488";"Mercator, Bartholomaeus";"addressee"
"994607710101488";"Joannes Evangelista van 's-Hertogenbosch";"contributor"
"994607710101488";"Fromondus, Eustachius.";"dedicatee"
"994607710101488";"Nempe, Hieronymus";"other"
"994607710101488";"Impens, Joannes";"eulogist"
"994607710101488";"von Bayern, Maximilian Heinrich";"dedicatee"
"994675490101488";"Gurnez, Joannes Antonius";"eulogist"
"994675490101488";"Vander Sterre, Guiliemus";"dedicatee"
"994706210101488";"Neoportanus, Fulgentius";"author"
"994706210101488";"Vanden Venne, Franciscus";"author"
"994742620101488";"Cabassut, Jean";"author"
"994742620101488";"Grimaldi-Cavalleroni, Girolamo";"dedicatee"
"994742620101488";"Mabillon, Jean";"author"
"994767670101488";"Sinnichius, Joannes Baptista";"compiler"
"994767670101488";"Augustinus Hipponensis";"other"
"994767670101488";"Prosper de Aquitania";"other"
"994767670101488";"Fulgentius, Claudius Gordianus";"other"
"994786440101488";"Calvo, Francesco Giulio";"editor"
"994786440101488";"Centelles, Franciscus";"eulogist"
"994786440101488";"Sabeo, Fausto";"eulogist"
"994786440101488";"Corsi, Pietro";"eulogist"
"994786440101488";"van Enckenvoirt, Willem";"dedicatee"
"994786440101488";"Ruffus, Joannes";"dedicatee"
"994832470101488";"Nemius, Gaspar";"writer of preface"
"994832470101488";"Petrus, Bartholomaeus";"approbation"
"994832470101488";"Colvenerius, Georgius";"approbation"
"994832470101488";"van Walenburch, Peter";"censor"
"994832470101488";"Volusius, Adolphus Godefridus";"censor"
"994832470101488";"Andreas, Valerius";"contributor"
"994832970101488";"Felipe";"approbation"
"994832970101488";"Nemius, Gaspar";"writer of preface"
"994832970101488";"Vaes, Servatius";"dedicatee"
"994832970101488";"Petrus, Bartholomaeus";"approbation"
"994832970101488";"Loyens, Hubert";"approbation"
"994837400101488";"Paquot, Jean-Noël";"editor"
"994840670101488";"Franz";"honoree"
"994840670101488";"De Bisschop, P.J.";"censor"
"994866870101488";"Prosper de Aquitania";"author"
"994866870101488";"Hilarius Arelatensis";"author"
"994877700101488";"Bouquillon, Thomas";"editor"
"995193970101488";"Canta, Jacobus";"dedicatee"
"995201140101488";"Aleaume, Jean";"editor"
"995272330101488";"Rescius, Rutgerus";"editor"
"995706230101488";"van Ewyck , Daniël Jacob";"dedicatee"
"995977590101488";"Fabricius, Gulielmus";"approbation"
"995977590101488";"Loyaerts, Samuel";"approbation"
"995977590101488";"Malderus, Joannes";"approbation"
"995977590101488";"de Grimaldi, S.";"approbation"
"995977590101488";"de Busschere, I.";"approbation"
"996036450101488";"Canisius, Petrus";"editor"
"996083240101488";"Fabricius, Gulielmus";"approbation"
"996083240101488";"Loyaerts, Samuel";"approbation"
"996083240101488";"Malderus, Joannes";"approbation"
"996083240101488";"de Grimaldi, S.";"approbation"
"996083240101488";"de Busschere, I.";"approbation"
"996187020101488";"Gravius, Henricus";"editor"
"996187020101488";"Soteallus, Joannes";"editor"
"996187020101488";"Molanus, Joannes";"other"
"996187020101488";"de Pape, Libertus";"dedicatee"
"996187020101488";"Nempe, Hieronymus";"contributor"
"996187020101488";"Andreas, Valerius";"other"
"996187020101488";"Riethovius, Martinus";"dedicatee"
"996187290101488";"Rivius, Joannes";"editor"
"996187290101488";"Estricius, Robertus";"dedicatee"
"996187290101488";"de Pontac, Arnauld";"other"
"996216400101488";"le Beau, Joannes";"approbation"
"996216400101488";"Eyben, Arnoldus";"censor"
"996262110101488";"Paradanus, Petrus";"addressee"
"996359400101488";"Cornelii, Franciscus";"dissertant"
"996359400101488";"Lacman, Johannes";"praeses"
"996359400101488";"Verschueren, Petrus";"dissertant"
"996446330101488";"Sobry, Charles.";"translator"
"996446670101488";"Delborne, Henricus Franciscus";"dissertant"
"996446670101488";"Huygens, Gommarus";"praeses"
"996466590101488";"Huygens, Gommarus";"praeses"
"996466590101488";"Lantremenge, Adrianus Engelbertus.";"dissertant"
"996466720101488";"Beauver, Joannes";"dissertant"
"996466720101488";"Huygens, Gommarus";"praeses"
"996467190101488";"Huygens, Gommarus";"praeses"
"996467190101488";"Witsenburgh, Theodorus";"dissertant"
"996467310101488";"Huygens, Gommarus";"praeses"
"996467310101488";"Vande Poort, Nicolaus Henricus.";"dissertant"
"996467710101488";"Cornelissens, Nicolaus";"dissertant"
"996467710101488";"Huygens, Gommarus";"praeses"
"996468260101488";"Laurentii, Laurentius.";"dissertant"
"996468260101488";"Huygens, Gommarus";"praeses"
"996468400101488";"Cambier, Aubertus";"dissertant"
"996468400101488";"Huygens, Gommarus";"praeses"
"996468480101488";"Huygens, Gommarus";"praeses"
"996468480101488";"Vander Vorst, Joannes.";"dissertant"
"996468540101488";"Beckers, Joannes Baptista";"dissertant"
"996468540101488";"Huygens, Gommarus";"praeses"
"996468780101488";"Huygens, Gommarus";"praeses"
"996468780101488";"Thisius, Leonardus Ignatius";"dissertant"
"996473520101488";"Huygens, Gommarus";"praeses"
"996473520101488";"vander Burch, Rutgerus";"dissertant"
"996473570101488";"Beauver, Joannes.";"dissertant"
"996473570101488";"Huygens, Gommarus";"praeses"
"996476580101488";"Huygens, Gommarus";"praeses"
"996476580101488";"Vivien, Franciscus Jacobus.";"dissertant"
"996476620101488";"Huygens, Gommarus";"praeses"
"996476620101488";"Vivien, Franciscus Jacobus.";"dissertant"
"996476680101488";"Huygens, Gommarus";"praeses"
"996476680101488";"Laurentii, Laurentius.";"dissertant"
"9911727690101488";"Blankaart, Steven";"editor"
"9911729470101488";"Steyaert, Martinus";"editor"
"9911731260101488";"Buyckius, Jacobus";"other"
"9911732360101488";"Robuste, Francois-Joseph";"approbation"
"9911732360101488";"Jacquesson, Louis";"approbation"
"9911732360101488";"De Saint-Hilaire";"approbation"
"9911732750101488";"Stalpaerts, Adriaan";"dedicatee"
"9911732750101488";"Wichmans, Augustinus";"collaborator"
"9911736820101488";"De Smet, Joannes Baptista";"dedicatee"
"9911736820101488";"Bouttats, Pieter Balthasar";"engraver"
"9911739560101488";"Lipsius, Justus";"editor"
"9911739870101488";"Lagrange";"translator"
"9911741310101488";"Lipsius, Justus";"author"
"9911741310101488";"Nannius, Petrus";"author"
"9911741310101488";"Puteanus, Erycius";"author"
"9911741930101488";"Richardot, Jean";"dedicatee"
"9911742030101488";"Lipsius, Justus";"contributor"
"9911742100101488";"Lipsius, Justus";"contributor"
"9911743100101488";"Scriverius, Petrus";"editor"
"9911743240101488";"Heinsius, Daniel";"addressee"
"9911743240101488";"Huygens, Constantijn";"addressee"
"9911743240101488";"Van Boxhorn, Marcus Zuerius";"editor"
"9911743540101488";"Barba, Petro";"other"
"9911743540101488";"Jegher, Jean-Christophe";"engraver"
"9911744640101488";"De Maucroix, François";"translator"
"9911744810101488";"de Ribadeneyra, Pedro";"editor"
"9911744810101488";"Rishtonius, Edouardus";"editor"
"9911745100101488";"Gregory";"dedicatee"
"9911745310101488";"Hosius, Stanislaus";"dedicatee"
"9911745660101488";"de Berghes, Robert";"dedicatee"
"9911745660101488";"Verburch, Cornelius.";"editor"
"9911745770101488";"Vosmeer, Michael";"editor"
"9911746090101488";"Verburch, Cornelius.";"editor"
"9911747180101488";"Leoninus, Elbertus";"author"
"9911747180101488";"Rulant, Rutger";"editor"
"9911747180101488";"Valascus, Alvarus";"author"
"9911755980101488";"de Carondelet, Charles";"dedicatee"
"9911757400101488";"Stadius, Joannes";"editor"
"9911758280101488";"Chifflet, Jules";"author"
"9911758280101488";"de Aedo y Gallart, Diego";"author"
"9911759290101488";"Baxius, Nicasius";"author"
"9911759290101488";"Valerius, Cornelius";"author"
"9911759920101488";"Vernulaeus, Nicolaus";"compiler"
"9911759920101488";"von Fürstenberg, Friedrich";"dedicatee"
"9911759920101488";"von Fürstenberg, Caspar Dietrich";"dedicatee"
"9911759920101488";"von Fürstenberg, Friedrich";"dedicatee"
"9911759920101488";"von Fürstenberg, Wilhelm";"dedicatee"
"9911759920101488";"von Fürstenberg, Ferdinand";"dedicatee"
"9911759920101488";"von Fürstenberg, Franz Wilhelm";"dedicatee"
