"descriptor","Place_ID","place_standard"
"Pontimarchiensis","403","Marchienne-au-Pont"
"Pontinensis","6754","Pontinensis"
"Pontiromanus","6745","Pont-Romain"
"Pontisaudomarensis","6741","Pont-Audemer"
"Pontissaliensis","6755","Pontissaliensis"
"Pontonensis","4966","Le Ponton"
"Pontronnensis","6757","Pontronnensis"
"Poortulietanus","6758","Poortvliet"
"Popelensis","6760","Poppel"
"Popelius","6760","Poppel"
"Popellensis","6760","Poppel"
"Poperinanus","508","Poperinge"
"Poperinganus","508","Poperinge"
"Poperingensis","508","Poperinge"
"Poperingenus","508","Poperinge"
"Poperinghe","508","Poperinge"
"Poperinghensis","508","Poperinge"
"Poperingius","508","Poperinge"
"Poperugenus","508","Poperinge"
"Poppel","6760","Poppel"
"Poppelius","6760","Poppel"
"Popperingus","508","Poperinge"
"Popringanus","508","Poperinge"
"Popringensis","508","Poperinge"
"Populensis","6760","Poppel"
"Porchere","6761","Porcheresse"
"Porcheresse","6761","Porcheresse"
"Porchereste","6761","Porcheresse"
"Porensis","6762","Porensis"
"Porpiniensis","508","Poperinge"
"Porrebacensis","6763","Porrebacensis"
"Porst","509","Porst"
"Portarliensis","6748","Pontarlier"
"Portu Gandense","7312","Sas van Gent"
"Portu Gandensi","7312","Sas van Gent"
"Portu Sanctae Mariae Hispalensis","2870","El Puerto de Santa María"
"Portuensis","6764","Portuensis"
"Portugalensis","6765","Portugal"
"Portugallensis","6765","Portugal"
"Portugalnsis","6765","Portugal"
"Portus Gandensi","7312","Sas van Gent"
"Portvliet","6758","Poortvliet"
"Porvirodiensis","6766","Porvirodiensis"
"Porvliet","6758","Poortvliet"
"Posleu","6768","Posleu"
"Posseleriensis An't Sandt","0",""
"Postelensis","6769","Postel"
"Postellanus","6769","Postel"
"Postrendamus","6770","Postrendamus"
"Postulensis","6769","Postel"
"Potensis","6772","Potensis"
"Pottelaer","6773","Pottelaer"
"Poucet","6774","Poucet"
"Poucke","6718","Poeke"
"Pouderle","6716","Poederlee"
"Pouderoulx","6775","Pouderoulx"
"Poudrome","507","Pondrôme"
"Pourcques","6718","Poeke"
"Pourgues","6718","Poeke"
"Poursensis","512","Puurs"
"Poussele","6721","Poesele"
"Pradelensis","6779","Pradelles"
"Pragensis","6777","Praag"
"Praiensis","6777","Praag"
"Prail","4869","La Praille"
"Praile","4869","La Praille"
"Pranjensis","6777","Praag"
"Pratensis","6780","Pratensis"
"Praxiniensis","6781","Praxiniensis"
"Prederlensis","6782","Prederlensis"
"Pree","6783","Pree"
"Prelle","6784","Prelle"
"Presle","6786","Presles"
"Presle ad Sabim","6786","Presles"
"Pretensis","6787","Pretensis"
"Preuffekensis","6788","Preuffekensis"
"Pricetensis","6789","Pricetensis"
"Priche","6790","Priche"
"Prigmontanus","6791","Prigmontanus"
"Prij","6806","Pry"
"Prince-Land","6793","Prinsenland"
"Princelandus","6793","Prinsenland"
"Princquisensis","0",""
"Prinslandanus","6793","Prinsenland"
"Prisle","6786","Presles"
"pro Gandam","0",""
"Profonde Ville","6794","Profondeville"
"Profondeville","6794","Profondeville"
"Profundavilla","6794","Profondeville"
"Profundeville","6794","Profondeville"
"Promeliensis","6795","Promeliensis"
"Promelle","6797","Promelles"
"Promellensis","6796","Promellensis"
"Promonterio Gallico in insula dominicana","0",""
"prop Lovanium","2","Leuven"
"prope Aerl","0",""
"prope Aerschot","7","Aarschot"
"prope Aeth","1111","Ath"
"prope Alckmariam","865","Alkmaar"
"prope Alcmariam","865","Alkmaar"
"prope Aldenardam","490","Oudenaarde"
"prope Aldenardum","490","Oudenaarde"
"prope Alustum","5","Aalst"
"prope Amersvordiam","916","Amersfoort"
"prope Amorsfordiam","916","Amersfoort"
"prope Amstelremis","17","Amsterdam"
"prope Amsterdammis","17","Amsterdam"
"prope Anden","0",""
"prope Antverpiam","26","Antwerp"
"prope Antwerpiam","26","Antwerp"
"prope Aquisgranum","752","Aachen"
"prope Arlem","764","Aarlen"
"prope Arschot","7","Aarschot"
"prope Arten","0",""
"prope Athum","1111","Ath"
"prope Atrebatum","33","Atrecht"
"prope Avesnas","1170","Avesnes-sur-Helpe"
"prope Bellommontem","46","Beaumont"
"prope Bergas","0",""
"prope Berghis supra Zomam","1475","Bergen op Zoom"
"prope Bergis","61","Mons"
"prope bergis Sancti Winoci","7553","Sint-Winoksbergen"
"prope bergis super Zomam","62","Bergen-op-Zoom"
"prope Betuniam","0",""
"prope Bream","0",""
"prope Bredam","108","Breda"
"prope Brede","109","Bree"
"prope Bruxellam","116","Brussels"
"prope Bruxellas","116","Brussels"
"prope Buscoducis","546","'s-Hertogenbosch"
"prope Buscum ducis","546","'s-Hertogenbosch"
"prope Buscumducis","546","'s-Hertogenbosch"
"prope Casletum","2168","Cassel"
"prope Cortracum","336","Kortrijk"
"prope Curtecum","0",""
"prope Delft","154","Delft"
"prope Diest","162","Diest"
"prope Diestum","162","Diest"
"prope Dyonantum","165","Dinant"
"prope Edammis","2819","Edam"
"prope Embricam","0",""
"prope Endoviam","180","Eindhoven"
"prope Floruc","0",""
"prope Furnas","643","Veurne"
"prope Gandam","225","Gent"
"prope Gandavum","225","Gent"
"prope Gemblacum","3385","Gembloux"
"prope Gemelacum","3385","Gembloux"
"prope Genapiam","224","Genepiën"
"prope Ghulpen","3766","Gulpen"
"prope Goes","3550","Goes"
"prope Groeningen","245","Groningen"
"prope Grueninghen","245","Groningen"
"prope Gruningam","245","Groningen"
"prope Haerlem","250","Haarlem"
"prope Halen","251","Halen"
"prope Hannutum","5999","multipel check"
"prope Heist","0",""
"prope Helmont","271","Helmond"
"prope Hollandiam","748","Netherlands"
"prope Horrenen","296","Hoorn"
"prope Jaciam","0",""
"prope Jodoigne","4675","Jodoigne"
"prope Leodium","392","Liège"
"prope Lessiniam","5060","Lessines"
"prope Leuwardiam","4994","Leeuwaarden"
"prope Lewardiam","4995","Leeuwarden"
"prope Lewas","9056","Zoutleeuw"
"prope Lewis","0",""
"prope Leydis","5004","Leiden"
"prope Lovaniam","2","Leuven"
"prope Lovanium","2","Leuven"
"prope Maesland","5373","Maasland"
"prope Mechliniam","409","Mechelen"
"prope Montem Sancte Gertrudis","216","Geertruidenberg"
"prope Montes","61","Mons"
"prope Montes Hannonie","61","Mons"
"prope Namurcum","445","Namen"
"prope Ninevis","459","Ninove"
"prope Ninoviam","459","Ninove"
"prope Nivellam","457","Nijvel"
"prope Oerschot","469","Oirschot"
"prope Opidum de Leewis","0",""
"prope Parisios","0",""
"prope Perweis","0",""
"prope Ravesteyn","6888","Ravenstein"
"prope Romerswallis","6911","Reimerswaal"
"prope Rotwilven","0",""
"prope Ruraermundam","531","Roermond"
"prope Ruremundam","531","Roermond"
"prope Rurmundam","531","Roermond"
"prope Sanctum Trudonem","580","Sint-Truiden"
"prope Schoenhoviam","0",""
"Prope Slusam","7583","Sluis"
"prope Slusas","7583","Sluis"
"prope Teneramundam","156","Dendermonde"
"prope Teremundam","156","Dendermonde"
"prope Thenas","621","Tienen"
"prope Thenis","621","Tienen"
"prope Thenismontem","0",""
"Prope Tongris","624","Tongeren"
"prope Tornacum","168","Doornik"
"prope Trajectum","397","Maastricht"
"prope Trajectum inferius","635","Utrecht"
"prope Treveros","8080","Trier"
"prope Trudonopolim","580","Sint-Truiden"
"prope Valenchenas natus","637","Valenciennes"
"prope Voirne","0",""
"prope Wasien","0",""
"prope Wavriam","678","Waver"
"prope Wavriam Nostre Dame","6365","Onze-Lieve-Vrouw-Waver"
"prope Woerden","8919","Woerden"
"prope Ypris","306","Ieper"
"prope Yselsteyn","0",""
"prope Zirczee","9034","Zierikzee"
"prope Zirixe","9034","Zierikzee"
"propr Gandavum","225","Gent"
"propre Snekem","7591","Sneek"
"Propringensis","6759","Poperingen"
"Protonvil","6798","Protonvil"
"Proven","6799","Proven"
"Provencialis Austriae superiotis","6387","Austria"
"Provenensis","6799","Proven"
"Provicie","0",""
"Provin","6799","Proven"
"provincia Cantabrie Pampilonensis","751","Spain"
"provincia Luxemburgensi","5355","Luxembourg"
"Provincia Luxemburgij","5355","Luxembourg"
"provinciae Carenthie","0",""
"provinciae Frisiae","3282","Friesland"
"provincialis Austriacus","6387","Austria"
"Prulellensis","6802","Prulellensis"
"Prumiensis","6803","Prüm"
"Prussia","6801","Pruisen"
"Prutenus","6804","Prutenus"
"Prutianus","6805","Prutianus"
"Puberinga","508","Poperinge"
"Pudecensis","6807","Pudecensis"
"Pudisensis","6808","Puditsch"
"Puermereyne","0",""
"Puers","512","Puurs"
"Puersensis","512","Puurs"
"Puersiensis","512","Puurs"
"Puetscheit","6825","Putcheid"
"Pugnant","6809","Pugnant"
"Puijsel","6810","Puijsel"
"Puis","6811","Puis"
"Pulderbosch","6812","Pulderbos"
"Pulderbossch","6812","Pulderbos"
"Pulderbosschensis","6812","Pulderbos"
"Puliensis","6813","Pulle"
"Pulle","6813","Pulle"
"Pullensis","6813","Pulle"
"Pulliensis","6813","Pulle"
"Pulmerendanus","6818","Purmerend"
"Pumeranus","6818","Purmerend"
"Pumerendanus","6818","Purmerend"
"Puranus","6814","Puranus"
"Purbatensis","6815","Purbatensis"
"Purcensis","6816","Purcensis"
"Purensis","6817","Purensis"
"Pures","512","Puurs"
"Purmarianus","6818","Purmerend"
"Purmerendanus","6818","Purmerend"
"Purnode","6819","Purnode"
"Purs","512","Puurs"
"Pursenses","512","Puurs"
"Pus","6820","Pus"
"Pusitanus","6821","Pusitanus"
"Pusset","6822","Pusset"
"Pussuntensis","6823","Pussuntensis"
"Put","6824","Put"
"Putchet","6826","Putchet"
"Puteanus","511","Putte"
"Putraniensis","6827","Putraniensis"
"Putscheidt","510","Putscheid"
"Putte","511","Putte"
"Puttensis","511","Putte"
"Putthem","6828","Putthem"
"Pynacker","504","Pijnacker"
"Pyrwetensis","6646","Perwez of Perwijs of Péruwelz check"
"quae est in Livonia","5132","Lijfland"
"Quaemaechelen","341","Kwaadmechelen"
"Quaemechelen","341","Kwaadmechelen"
"Quaet Mechelen","341","Kwaadmechelen"
"Quaet-Mechelen","341","Kwaadmechelen"
"Quaetmechelen","341","Kwaadmechelen"
"Quaetmechelensis","341","Kwaadmechelen"
"Quamachelen","341","Kwaadmechelen"
"Quamechelen","341","Kwaadmechelen"
"Quarbe","6830","Quarbe"
"Quaregnon","513","Quaregnon"
"Quaremont","4848","Kwaremont"
"Quarib","6831","Quarib"
"Quarimond","4848","Kwaremont"
"Quat Mechelen","341","Kwaadmechelen"
"Quatmechliniensis","341","Kwaadmechelen"
"Qudiprensis","6832","Qudiprensis"
"Quemensis","6833","Quemensis"
"Quemniensis","6834","Quemniensis"
"Quenast","4747","Kenast"
"Querain","6835","Querain"
"Quercetanensis","4967","Le Quesnoy"
"Quercetanus","6840","Quesnoy"
"Quercetensis","6840","Quesnoy"
"Queret","0",""
"Quernee","6837","Quernee"
"Querps","4849","Kwerps"
"Quersetensis","4967","Le Quesnoy"
"Quesne","6838","Quesne"
"Quesniensis","6839","Quesniensis"
"Quesnoiensis","4967","Le Quesnoy"
"Quesnoij","6840","Quesnoy"
"Quevauchamps","6841","Quevaucamps"
"Queverchin","6846","Quiévrechain"
"Quevij","6842","Quévy"
"Quevrin","6845","Quiévrain"
"Quevy Majori","514","Quévy-le-Grand"
"Quevy Minori","515","Quevy-le-Petit"
"Quiensis","6843","Quiensis"
"Quieucansensis","6844","Quieucansensis"
"Quievrain","6845","Quiévrain"
"Quievraing","6845","Quiévrain"
"Quintensis","6847","Quint"
"Quinzij","6848","Quinzij"
"Quiracensis","6849","Quiracensis"
"Quiverchien","6846","Quiévrechain"
"Quivrain","6845","Quiévrain"
"Quivrechain","6846","Quiévrechain"
"Quoad Mechliniensis","341","Kwaadmechelen"
"Rabacensis","6850","Rabais"
"Rabaix","7146","Roubaix"
"Rabosee","5999","multipel check"
"Rabosée","5999","multipel check"
"Rabosey","6852","Rabozée"
"Rachecour","6854","Rachecourt"
"Racour","516","Raatshoven"
"Racourt","516","Raatshoven"
"Radicensis","6855","Radicensis"
"Radiducensis","6856","Radiducensis"
"Radiensis","6857","Radiensis"
"Raemsdonck","519","Ramsdonk"
"Raesmunster","663","Waasmunster"
"Raesthoviensis","516","Raatshoven"
"Raetshoven","516","Raatshoven"
"Ragnies","6858","Ragnies"
"Raigniensis","6858","Ragnies"
"Raignies","6858","Ragnies"
"Raijniensis","6858","Ragnies"
"Raininsie","6859","Raininsie"
"Ramaij","6861","Ramay"
"Ramcapelle","6867","Ramskapelle"
"Ramdonck","519","Ramsdonk"
"Ramecroix","3330","Gaurain-Ramecroix"
"Ramegnies","517","Ramegnies"
"Ramelensis","6862","Ramelensis"
"Ramelij","518","Ramillies"
"Ramellij","518","Ramillies"
"Ramensis","6863","Ramensis"
"Ramerie","517","Ramegnies"
"Ramielensis","518","Ramillies"
"Ramilie","518","Ramillies"
"Ramiliensis","518","Ramillies"
"Ramille","518","Ramillies"
"Ramillie","518","Ramillies"
"Ramilliee","518","Ramillies"
"Ramillies","518","Ramillies"
"Rammellies","518","Ramillies"
"Ramori","6866","Ramori"
"Rampsdorp","521","Ransdorp"
"Ramscappel","6867","Ramskapelle"
"Ramsdonck","519","Ramsdonk"
"Rance","6868","Rance"
"Ranciensis [Ranciquensis]","6869","Rancio"
"Randeraeth","6870","Randerode"
"Raniensis","6871","Raniensis"
"Ranlie","6936","Renlies"
"Ranradanus","6872","Ranradanus"
"Ransaert","520","Ransart"
"Ransarcenus","520","Ransart"
"Ransart","520","Ransart"
"Ranse","6868","Rance"
"Ransensis","6868","Rance"
"Ransienensis","6873","Ransienensis"
"Ranst","6874","Ranst"
"Ranstensis","6874","Ranst"
"Ranzart","520","Ransart"
"Raons","6875","Raon"
"Rapensis","6876","Rapensis"
"Rapimensis","6877","Rapimensis"
"Raren","6878","Raren"
"Rassegnies","7165","Rozenaken"
"Ratingensis","6879","Ratingen"
"Ratisbonensis","6880","Regensburg"
"Ratisponensis","6880","Regensburg"
"Ratisponie","6880","Regensburg"
"Ratshovius","516","Raatshoven"
"Rattingensis","6881","Rattingensis"
"Raulitoriensis","6882","Raulitoriensis"
"Rausse","6883","Rausse"
"Ravelensis","6884","Ravels"
"Ravels","6884","Ravels"
"Ravenburgensus","6887","Ravensburg"
"Ravensiensis","6888","Ravenstein"
"Ravensteenensis","6888","Ravenstein"
"Ravenstein","6888","Ravenstein"
"Ravensteiniensis","6888","Ravenstein"
"Ravensteniensis","6888","Ravenstein"
"Ravenstennensis","6888","Ravenstein"
"Ravensteynus","6888","Ravenstein"
"Ravenstinensis","6888","Ravenstein"
"Ravers","6884","Ravels"
"Raversburgensis","6885","Ravenburg"
"Raversteijn","6888","Ravenstein"
"Raversteniensis","6888","Ravenstein"
"Ravesteijniensis","6888","Ravenstein"
"Ravestein","6888","Ravenstein"
"Ravesteiniensis","6888","Ravenstein"
"Ravestenensis","6888","Ravenstein"
"Ravesteniensis","6888","Ravenstein"
"Ravesteyn","6888","Ravenstein"
"Ravestijn","6888","Ravenstein"
"Ravestinensis","6888","Ravenstein"
"Ravestiniensis","6888","Ravenstein"
"Rebaiensis","6890","Rebaix"
"Rebasiensis","6890","Rebaix"
"Rebayensis","6890","Rebaix"
"Rebbecanus","7114","Roosbeek"
"Rebbeek","7114","Roosbeek"
"Rebecanus","7114","Roosbeek"
"Rebeck","7114","Roosbeek"
"Rebeckensis","7114","Roosbeek"
"Rebecq","5999","multipel check"
"Rebecque","7114","Roosbeek"
"Rebeicanus","7114","Roosbeek"
"Rebekanus","7114","Roosbeek"
"Rebekensis","7114","Roosbeek"
"Rebocensis","6892","Rebocensis"
"Rebrcq","7114","Roosbeek"
"Rebrugen","6981","Rheebruggen"
"Rebrux","6893","Rebrux"
"Recek","6894","Recek"
"Rechain","6668","Petit-Rechain"
"Rechain Major","243","Grand-Rechain"
"Rechajus","6895","Rechaye"
"Rechelensiis","6994","Richel"
"Rechelinchusanus","0",""
"Rechemiensis","6896","Rechemiensis"
"Rechensis","6668","Petit-Rechain"
"Rechlegheusanus","523","Recklinghausen"
"Rechlinchusanus","523","Recklinghausen"
"Rechlinclinchusanus","523","Recklinghausen"
"Rechlingerus","523","Recklinghausen"
"Rechlinghusanus","523","Recklinghausen"
"Rechlingusanus","523","Recklinghausen"
"Reck","522","Reck"
"Reckel","6897","Reckel"
"Reckelenhusanus","523","Recklinghausen"
"Reckelhenhausianus","523","Recklinghausen"
"Reckem","6914","Rekkem"
"Recklin[k]hausen","6898","Recklinhausen"
"Recklinckhusanus","523","Recklinghausen"
"Recklincusanus","523","Recklinghausen"
"Recklinghusanus","523","Recklinghausen"
"Recklingusanus","523","Recklinghausen"
"Recklinhusanus","523","Recklinghausen"
"Recklinkhusanus","523","Recklinghausen"
"Recklinkrisanus","523","Recklinghausen"
"Reclicosanus","523","Recklinghausen"
"Reclinckusanus","523","Recklinghausen"
"Recogne","6899","Recogne"
"Recorensis","6900","Recorensis"
"Redingen","6901","Redange"
"Redt","524","Reet"
"Reechautensis","6902","Reech[k]autensis"
"Reeck","6903","Reek"
"Reedt","524","Reet"
"Reelinghusanus","523","Recklinghausen"
"Reesensis","3718","Groot Rees"
"Reesseghem","0",""
"Reesseghen","6957","Ressegem"
"Reeth","524","Reet"
"Regiomontanus","6905","Regiomontanus"
"Regis","6906","Regis"
"regno Castelle","751","Spain"
"regno Datie","2604","Denmark"
"Regno Norwegie","6225","Norway"
"regno Polonie","6725","Polen"
"regno Scotie","7383","Scotland"
"Regno Swecie","9080","Zweden"
"Rehanarius","6907","Rehanarius"
"Reickenhoviensis","6908","Reichenhofen"
"Reijen","7010","Rijen"
"Reijmenam","528","Rijmenam"
"Reijmenant","528","Rijmenam"
"Reijmenantensis","528","Rijmenam"
"Reijmsdael","0",""
"Reijnlij","6936","Renlies"
"Reijsbergen","7020","Rijsbergen"
"Reimenansius","528","Rijmenam"
"reimmatriculatus","0",""
"Reinclinchusanus","523","Recklinghausen"
"Reke","6912","Reke"
"Reken","6913","Rekem"
"Reklinghusianus","523","Recklinghausen"
"Relemensis","6915","Relemensis"
"Relie","6916","Relie"
"Reliensis","6917","Reliensis"
"Reltre","6918","Reltre"
"Remagne","6919","Remagne"
"Remenant","528","Rijmenam"
"Remensi","0",""
"Remensis","525","Reims"
"Remesche","6920","Remes"
"Remich","6921","Remich"
"Remigiensis","6921","Remich"
"Reminghe","6922","Remigny"
"Remmerswale","6911","Reimerswaal"
"Remmerswalis","6911","Reimerswaal"
"Remont","6923","Remont"
"Remtnis","6924","Remtnis"
"Renbachensis","6982","Rheinbach"
"Renchiacensis","6926","Renchiacensis"
"Rendentensis","6927","Rendeux"
"Rendeux","6927","Rendeux"
"Rendeux Sanctae Mariae","6927","Rendeux"
"Rendu","6928","Rendu"
"Renecensis","533","Ronse"
"Renensis","6929","Renens"
"Renercensis","533","Ronse"
"Renescure","6930","Renescure"
"Renesse","6932","Renesse"
"Renicastrensis","7017","Rijnsburg"
"Reniensis","6933","Reniensis"
"Renijnghe","6934","Reninge"
"Reninge","6934","Reninge"
"Reninghe","6934","Reninge"
"Reninghelst","526","Reningelst"
"Reninghen","6934","Reninge"
"Reniniensis","6935","Reniniensis"
"Reniuiensis [Reniviensis]","0",""
"Renli","6936","Renlies"
"Renliacensis","6936","Renlies"
"Renlicanensis","6936","Renlies"
"Renlij","6936","Renlies"
"Renly","6936","Renlies"
"Renniniensis","6939","Renningen"
"Renpensis","6940","Renpensis"
"Renselede","7180","Ruiselede"
"Renselensis","6941","Rensel"
"Rensij","6942","Rensij"
"Rentij","6944","Renty"
"Renynghe","6934","Reninge"
"Reolariensis","6945","Reolariensis"
"Repermundanus","6946","Repermundanus"
"Repigni","6947","Repigni"
"Reppe","6948","Reppe"
"Reralle","6949","Reralle"
"Resellensis","6950","Resellensis"
"Resiensis","6951","Resiensis"
"Resimo","6952","Resimo"
"Resire","6953","Resire"
"Resne","6954","Resne"
"Resputanus","6955","Resputanus"
"Ressaij","6956","Ressaix"
"Ressianus","6958","Ressen"
"Ressimensis","6959","Ressimensis"
"Resve","6974","Rèves"
"Resves","6974","Rèves"
"Resvez","6974","Rèves"
"Resviensis","6974","Rèves"
"Retensis","6962","Retie"
"Rethaniensis","6960","Rethaniensis"
"Rethensis","6962","Retie"
"Rethi","6962","Retie"
"Rethie","6962","Retie"
"Rethij","6962","Retie"
"Rethius","6962","Retie"
"Rethy","6962","Retie"
"Retnetensis","6963","Retnetensis"
"Retselerensis","6965","Retselerensis"
"Reules","6968","Reules"
"Reuliensis","6969","Reuliensis"
"Reulij","6966","Reuil"
"Reuly","6967","Reuilly"
"Reusel","6970","Reusel"
"Reuselensis","6970","Reusel"
"Reuslede","7180","Ruiselede"
"Reutij","6971","Reutje, Nederland of Retie check"
"Reux","5999","multipel check"
"Reve","6974","Rèves"
"Revensis","6973","Revensis"
"Revensteiniensis","6888","Ravenstein"
"Reverst","4968","Le Revest-les-Eaux"
"Reves","6974","Rèves"
"Revesteniensis","6888","Ravenstein"
"Reviniensis","6975","Revin"
"Revoniensis","6976","Revoniensis"
"Revroije","6977","Revroije"
"Reyckevorsilensis","7012","Rijkevorsel"
"Reykevorsellensis","7012","Rijkevorsel"
"Reymenam","528","Rijmenam"
"Reymersvalensis","6911","Reimerswaal"
"Reyninge","6934","Reninge"
"Reynoiensis","6978","Reynoiensis"
"Reyuli","6967","Reuilly"
"Rhedanus","6980","Rheden"
"Rhedonensis","6938","Rennes"
"Rhemensis","525","Reims"
"Rhenensis","525","Reims"
"Rheninensis","6984","Rhen"
"Rheno-bergensis","6985","Rheno-bergensis"
"Rhenroyensis","6986","Rhens"
"Rhete","6979","Rhede"
"Rhetellensis","6961","Rethel"
"Rhetensis","6962","Retie"
"Rheti","6987","Rheti"
"Rhetij","6962","Retie"
"Rhetius","6962","Retie"
"Rhetj","6962","Retie"
"Rhijn Saterwonde","7015","Rijnsaterwoude"
"Rhoda Sanctae Gertrudis","7504","Sint-Genesius-Rode"
"Rhodanus","353","Le Rœulx"
"Rhodianus","353","Le Rœulx"
"Rhodiensis","353","Le Rœulx"
"Rhodio Sanctae Odae","573","Sint-Oedenrode"
"Rhodio Sanctae Ode","573","Sint-Oedenrode"
"Rhodio Sancti Petri","7545","Sint-Pieters-Rode"
"Rhodio Speculi","541","Roux-Miroir"
"Rhodio Sti Petri","7545","Sint-Pieters-Rode"
"Rhodius","353","Le Rœulx"
"Rhoon","6989","Rhoon"
"Rhoterodamensis","537","Rotterdam"
"Rhotnacensis","533","Ronse"
"Rhotornacensis","6990","Rhotornacensis"
"Riberacensis","6992","Ribérac"
"Ribocourtensis","6993","Ribocourtensis"
"Richain","6668","Petit-Rechain"
"Richelensis","6994","Richel"
"Richelle","6995","Richelle"
"Richlinchusanus","523","Recklinghausen"
"Richlinckusensis","523","Recklinghausen"
"Richlinghusensis","523","Recklinghausen"
